Gene,expression_range
AT1G04933,0.15128225737022238
AT1G04937,0.1022361431632837
AT1G04940,0.5820028542830078
AT1G04943,0.1022361431632837
AT1G04945,0.47409049768676514
AT1G04947,0.1022361431632837
AT1G04950,0.5358270662425144
AT1G04953,0.1164531435322056
AT1G04957,0.1019935489625394
AT1G04960,0.577722011561763
AT1G04963,0.1022361431632837
AT1G04967,0.1022361431632837
AT1G04970,0.6383238239176232
AT1G04973,0.2363749084669567
AT1G04977,0.2505746502432979
AT1G04980,0.5745187128669282
AT1G04983,0.1022361431632837
AT1G04985,0.47177191155529696
AT1G04987,0.1022361431632837
AT1G04990,0.8876553954573374
AT1G04993,0.1022361431632837
AT1G04997,0.1019935489625394
AT1G05000,1.0487784121486379
AT1G05003,0.1022361431632837
AT1G05005,0.1022361431632837
AT1G05007,0.1022361431632837
AT1G05010,0.6116694545727234
AT1G05013,0.1302242750469512
AT1G05017,0.1019935489625394
AT1G05020,0.37255572221741684
AT1G05023,0.1022361431632837
AT1G05027,0.1019935489625394
AT1G05030,0.26753622356898016
AT1G05033,0.1374083795262372
AT1G05035,0.1022361431632837
AT1G05037,0.1022361431632837
AT1G05040,0.1411738671923493
AT1G05043,0.1133948467902904
AT1G05047,0.10075254141967468
AT1G05053,0.1022361431632837
AT1G05055,0.384031362304582
AT1G05057,0.2378142584424095
AT1G05060,0.4679485369483152
AT1G05065,0.3504609343476658
AT1G05067,0.1022361431632837
AT1G05070,0.5801084422815194
AT1G05073,0.1022361431632837
AT1G05077,0.1022361431632837
AT1G05080,0.1022361431632837
AT1G05083,0.11673682476017058
AT1G05085,0.1022361431632837
AT1G05087,0.2025638806897877
AT1G05090,0.46152848906089117
AT1G05093,0.13391448415068208
AT1G05097,0.1022361431632837
AT1G05100,0.20764978555777208
AT1G05103,0.1016524999438922
AT1G05107,0.1312041022914089
AT1G05113,0.1022361431632837
AT1G05117,0.1022361431632837
AT1G05120,0.41267089147159136
AT1G05123,0.1019935489625394
AT1G05127,0.1019935489625394
AT1G05133,0.1022361431632837
AT1G05136,0.1022361431632837
AT1G05137,0.1022361431632837
AT1G05140,0.33942163236536127
AT1G05143,0.1501551119980932
AT1G05147,0.1016524999438922
AT1G05150,0.3419809088622955
AT1G05153,0.7495876036592266
AT1G05160,0.38785374133898043
AT1G05163,1.276962056834432
AT1G05170,0.3717391801587603
AT1G05173,0.1022361431632837
AT1G05177,0.1104007496954906
AT1G05180,0.3897273390549758
AT1G05183,0.5268544994733311
AT1G05187,0.27462467527473833
AT1G05190,0.66031123964062
AT1G05193,0.1022361431632837
AT1G05197,0.1022361431632837
AT1G05200,0.328062373610275
AT1G05203,0.1321203840822475
AT1G05205,0.5491435154211461
AT1G05207,0.1005546875699398
AT1G05210,0.5162035542717525
AT1G05213,0.36494149047073454
AT1G05217,0.1022361431632837
AT1G05220,0.8075924266895073
AT1G05223,0.10134379978257319
AT1G05227,0.1019935489625394
AT1G05230,0.2020512341804886
AT1G05233,0.1022361431632837
AT1G05237,0.1022361431632837
AT1G05240,0.3204071071361233
AT1G05243,0.1022361431632837
AT1G05247,0.34828995845157007
AT1G05250,0.9665268530444115
AT1G05253,0.1022361431632837
AT1G05257,0.1022361431632837
AT1G05260,1.140795602626939
AT1G05263,0.1022361431632837
AT1G05267,0.1222992755005245
AT1G05270,0.3767015968943843
AT1G05273,0.8869410025695698
AT1G05277,0.2660922725828691
AT1G05280,0.2184469791181785
AT1G05283,0.267273951428787
AT1G05287,0.30389450014899466
AT1G05290,0.1019935489625394
AT1G05291,0.1022361431632837
AT1G05293,0.1016524999438922
AT1G05297,0.0985155031087589
AT1G05300,0.37956871411839976
AT1G05303,0.1188383085313494
AT1G05307,0.1022361431632837
AT1G05310,0.36740769206395824
AT1G05313,0.111682183165905
AT1G05317,0.1333912564201606
AT1G05320,0.5259799481608816
AT1G05323,0.1022361431632837
AT1G05327,0.1022361431632837
AT1G05330,0.1329226080096361
AT1G05333,1.7572267074215315
AT1G05337,0.1022361431632837
AT1G05340,0.7869130275525892
AT1G05343,0.1022361431632837
AT1G05347,0.37847817813002116
AT1G05350,0.5287551915980789
AT1G05353,0.1019935489625394
AT1G05357,0.17109299297001118
AT1G05360,0.8902608692079073
AT1G05363,0.1022361431632837
AT1G05367,0.1022361431632837
AT1G05370,0.4581595422025525
AT1G05373,0.1022361431632837
AT1G05377,0.1057161014306722
AT1G05380,0.7071141558053928
AT1G05383,0.1019935489625394
AT1G05385,0.2846475474496922
AT1G05387,0.1022361431632837
AT1G05390,0.1022361431632837
AT1G05397,0.2091471466314944
AT1G05400,0.36783078926090507
AT1G05407,0.1022361431632837
AT1G05410,0.5108507800925622
AT1G05413,0.1022361431632837
AT1G05417,0.2386446715526235
AT1G05420,0.257194917635312
AT1G05423,0.1022361431632837
AT1G05427,0.1022361431632837
AT1G05430,0.5220708936859403
AT1G05433,0.5890744973703663
AT1G05440,0.32972208121904156
AT1G05443,0.1022361431632837
AT1G05447,0.1366285093414622
AT1G05450,0.3338271251363949
AT1G05453,0.1019935489625394
AT1G05460,0.3003719715133386
AT1G05463,0.13881827684024828
AT1G05467,0.34961531952192604
AT1G05470,0.371867389446468
AT1G05473,0.1022361431632837
AT1G05477,0.1022361431632837
AT1G05483,0.11467926760255019
AT1G05487,0.1022361431632837
AT1G05490,0.3233039202147358
AT1G05493,0.1022361431632837
AT1G05497,0.1022361431632837
AT1G05500,0.4827730229191387
AT1G05507,0.1022361431632837
AT1G05510,2.116648978339903
AT1G05517,0.258304966843395
AT1G05520,0.37760006673719093
AT1G05523,0.6968616747171554
AT1G05527,0.1022361431632837
AT1G05530,0.3579878417487923
AT1G05533,0.11050263611328691
AT1G05537,0.1022361431632837
AT1G05540,0.220131276406588
AT1G05543,0.1022361431632837
AT1G05547,0.1022361431632837
AT1G05550,0.1782818616639555
AT1G05553,0.1022361431632837
AT1G05557,0.32263923118788396
AT1G05560,0.3007286390157313
AT1G05562,0.2641112721927726
AT1G05563,0.1178097211844731
AT1G05567,0.1022361431632837
AT1G05570,0.9238291604390458
AT1G05575,0.6010208592733497
AT1G05577,0.3116881835358634
AT1G05580,0.1022361431632837
AT1G05583,0.1022361431632837
AT1G05587,0.1022361431632837
AT1G05590,0.334518712528434
AT1G05593,0.1022361431632837
AT1G05597,0.1022361431632837
AT1G05600,0.2089565375440092
AT1G05603,0.1022361431632837
AT1G05607,0.1514763551697764
AT1G05610,0.21009988504990562
AT1G05613,0.1022361431632837
AT1G05615,0.1949735754309797
AT1G05617,0.1022361431632837
AT1G05620,0.4673350609184028
AT1G05623,0.1022361431632837
AT1G05627,0.1022361431632837
AT1G05630,0.2698717245980181
AT1G05633,0.1022361431632837
AT1G05637,0.1022361431632837
AT1G05640,0.4224122169434134
AT1G05643,0.1022361431632837
AT1G05647,0.1022361431632837
AT1G05650,0.5648060920095045
AT1G05653,0.1022361431632837
AT1G05657,0.1022361431632837
AT1G05660,0.49482762318190965
AT1G05663,0.1022361431632837
AT1G05667,0.1022361431632837
AT1G05670,0.3278315039619908
AT1G05673,0.1022361431632837
AT1G05675,0.1155770737738861
AT1G05680,0.8257498789120583
AT1G05683,0.1022361431632837
AT1G05687,0.11179953782977389
AT1G05690,0.41115828579680497
AT1G05693,0.1022361431632837
AT1G05697,0.1022361431632837
AT1G05700,0.4270449219599881
AT1G05703,0.1083267417085233
AT1G05707,0.1022361431632837
AT1G05710,0.951711822211887
AT1G05713,0.1022361431632837
AT1G05717,0.1019935489625394
AT1G05720,0.6974304774236986
AT1G05723,0.10075254141967468
AT1G05727,0.1706254688253684
AT1G05730,0.5026541420998977
AT1G05733,0.10134379978257319
AT1G05737,0.1022361431632837
AT1G05740,0.1625177990524996
AT1G05747,0.1138297457713275
AT1G05750,0.305494681516357
AT1G05753,0.1019935489625394
AT1G05757,0.1192966452139983
AT1G05760,0.40559923812103854
AT1G05763,0.1022361431632837
AT1G05767,0.5397262267909376
AT1G05770,0.6779539390542622
AT1G05773,0.2786642697926238
AT1G05777,0.1249907671070048
AT1G05780,0.5551962429595062
AT1G05783,0.1151639852285408
AT1G05785,0.5454336005523002
AT1G05787,0.1019935489625394
AT1G05790,0.28865092077817767
AT1G05793,0.1022361431632837
AT1G05797,0.1022361431632837
AT1G05800,0.1022361431632837
AT1G05803,0.1022361431632837
AT1G05805,0.36259159725056916
AT1G05807,0.1022361431632837
AT1G05810,0.6048361997284226
AT1G05813,0.1996966203215316
AT1G05817,0.1022361431632837
AT1G05820,0.3113092988798195
