term_id,term_name,methods_tested,methods_significant,significant_fraction,wilcoxon_tested,gprofiler_tested,wilcoxon_gene_set_size,wilcoxon_effect_difference,wilcoxon_p_value,wilcoxon_adjusted_p_value,wilcoxon_significant,gprofiler_term_size,gprofiler_intersection_size,gprofiler_p_value,gprofiler_significant
GO:0006260,DNA replication,1,1,1.0,True,False,76.0,0.0358771065490917,2.211155106318356e-10,1.1870411623393282e-08,True,,,,
GO:0050896,response to stimulus,1,1,1.0,False,True,,,,,,5155.0,145.0,1.919900242736444e-08,True
GO:0042273,ribosomal large subunit biogenesis,1,1,1.0,True,False,27.0,0.0798550102131556,2.036234550176785e-09,9.030257570349221e-08,True,,,,
GO:0042026,protein refolding,1,1,1.0,True,False,34.0,0.0820611587235504,2.2235841898543444e-09,9.33180744741605e-08,True,,,,
GO:0045492,xylan biosynthetic process,1,1,1.0,True,False,38.0,-0.0421950849223224,2.287207707700012e-09,9.33180744741605e-08,True,,,,
GO:0007018,microtubule-based movement,1,1,1.0,True,False,63.0,0.0361476784999036,8.488135620673179e-09,3.092106547530944e-07,True,,,,
GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",1,1,1.0,True,False,19.0,0.1040205986362355,9.643427642533506e-09,3.3918262742704055e-07,True,,,,
GO:0042274,ribosomal small subunit biogenesis,1,1,1.0,True,False,18.0,0.0924163095265447,1.0620174290449126e-08,3.610859258752703e-07,True,,,,
GO:0045292,"mRNA cis splicing, via spliceosome",1,1,1.0,True,False,41.0,0.0426962967132676,1.3725903813728922e-08,4.516265125807581e-07,True,,,,
GO:0010196,nonphotochemical quenching,1,1,1.0,True,False,24.0,-0.0626660333617202,1.4569496162819266e-08,4.644026901898641e-07,True,,,,
GO:0000381,"regulation of alternative mRNA splicing, via spliceosome",1,1,1.0,True,False,31.0,0.0539001178911631,4.782922094321148e-08,1.4348766282963444e-06,True,,,,
GO:0006606,protein import into nucleus,1,1,1.0,True,False,49.0,0.0490401653980682,9.119206791359153e-08,2.657597407767524e-06,True,,,,
GO:0006913,nucleocytoplasmic transport,1,1,1.0,True,False,25.0,0.0546485831322993,1.4106852833141886e-07,3.888916186433708e-06,True,,,,
GO:0030490,maturation of SSU-rRNA,1,1,1.0,True,False,16.0,0.0707898774073364,1.3870526220186184e-07,3.888916186433708e-06,True,,,,
GO:0009645,response to low light intensity stimulus,1,1,1.0,True,False,21.0,-0.0767010458094268,2.6626713434584535e-07,6.789811925819056e-06,True,,,,
GO:0006418,tRNA aminoacylation for protein translation,1,1,1.0,True,False,44.0,0.0606549908793788,3.651516874153524e-07,9.08426149179657e-06,True,,,,
GO:0009768,"photosynthesis, light harvesting in photosystem I",1,1,1.0,True,False,20.0,-0.09643097291299,4.0212092345865803e-07,9.53868237041468e-06,True,,,,
GO:0009451,RNA modification,1,1,1.0,True,False,227.0,0.0101791418875273,6.154926406535013e-07,1.3951166521479364e-05,True,,,,
GO:0009765,"photosynthesis, light harvesting",1,1,1.0,True,False,23.0,-0.0943657667830493,1.1781233645658837e-06,2.5567783656536192e-05,True,,,,
GO:0006310,DNA recombination,1,1,1.0,True,False,51.0,0.0293222077897976,1.2401189718014608e-06,2.635252815078104e-05,True,,,,
GO:0010345,suberin biosynthetic process,1,1,1.0,True,False,20.0,-0.1311549331055211,2.3476025800024647e-06,4.604912753081758e-05,True,,,,
GO:0000911,cytokinesis by cell plate formation,1,1,1.0,True,False,42.0,0.0270535167563917,4.431751240553577e-06,7.93050221993798e-05,True,,,,
GO:0007043,cell-cell junction assembly,1,1,1.0,False,True,,,,,,5.0,4.0,8.041080061884993e-05,True
GO:0009636,response to toxic substance,1,1,1.0,False,True,,,,,,286.0,19.0,9.126854134507115e-05,True
GO:0000724,double-strand break repair via homologous recombination,1,1,1.0,True,False,83.0,0.0187607779795782,6.312381836462224e-06,0.000111010852986,True,,,,
GO:0034329,cell junction assembly,1,1,1.0,False,True,,,,,,6.0,4.0,0.0001433444925681,True
GO:0070887,cellular response to chemical stimulus,1,1,1.0,False,True,,,,,,1473.0,51.0,0.0001433444925681,True
GO:0001101,response to acid chemical,1,1,1.0,False,True,,,,,,429.0,23.0,0.0001548182180961,True
GO:0006261,DNA-templated DNA replication,1,1,1.0,True,False,22.0,0.0482189081296934,9.7555055334976e-06,0.000165413088207,True,,,,
GO:0000373,Group II intron splicing,1,1,1.0,True,False,34.0,0.0343423405247216,1.2905473594873007e-05,0.0002089457629646,True,,,,
GO:1901700,response to oxygen-containing compound,1,1,1.0,False,True,,,,,,1517.0,51.0,0.0002221160665653,True
GO:0000470,maturation of LSU-rRNA,1,1,1.0,True,False,14.0,0.0677920342734769,1.6685129163869986e-05,0.0002613626819545,True,,,,
GO:0006265,DNA topological change,1,1,1.0,True,False,13.0,0.0766938897878569,1.674110796339516e-05,0.0002613626819545,True,,,,
GO:0010207,photosystem II assembly,1,1,1.0,True,False,27.0,-0.0630194799197444,1.877101400094436e-05,0.0002857676758352,True,,,,
GO:0000387,spliceosomal snRNP assembly,1,1,1.0,True,False,20.0,0.0606489352985783,2.0520030523602983e-05,0.000307800457854,True,,,,
GO:0016554,cytidine to uridine editing,1,1,1.0,True,False,23.0,0.0464974622086489,2.241621230648571e-05,0.0003313700949654,True,,,,
GO:0009719,response to endogenous stimulus,1,1,1.0,False,True,,,,,,1426.0,48.0,0.0003753856903806,True
GO:0009628,response to abiotic stimulus,1,1,1.0,False,True,,,,,,2000.0,61.0,0.0003850455747617,True
GO:0098754,detoxification,1,1,1.0,False,True,,,,,,249.0,16.0,0.0003850455747617,True
GO:0030150,protein import into mitochondrial matrix,1,1,1.0,True,False,29.0,0.0705382606787619,2.7892110950206037e-05,0.0004053535933404,True,,,,
GO:0007005,mitochondrion organization,1,1,1.0,True,False,45.0,0.0206944601335143,3.17143196607921e-05,0.0004492861951945,True,,,,
GO:0035196,miRNA processing,1,1,1.0,True,False,20.0,0.0533788311737537,3.290768329721039e-05,0.0004598059857966,True,,,,
GO:0000447,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",1,1,1.0,True,False,11.0,0.0831745220497594,3.6992271753266246e-05,0.0005030948958444,True,,,,
GO:0080156,mitochondrial mRNA modification,1,1,1.0,True,False,47.0,0.024969934153747,3.785634418042142e-05,0.0005080719876846,True,,,,
GO:0051592,response to calcium ion,1,1,1.0,True,False,23.0,-0.0338052133043287,4.455897021992546e-05,0.000568126870304,True,,,,
GO:0010417,glucuronoxylan biosynthetic process,1,1,1.0,True,False,12.0,-0.096231897824859,4.8723389730352666e-05,0.0006135537966044,True,,,,
GO:0000723,telomere maintenance,1,1,1.0,True,False,21.0,0.0411329134391189,5.08699930848083e-05,0.0006327730847134,True,,,,
GO:0000056,ribosomal small subunit export from nucleus,1,1,1.0,True,False,10.0,0.0844868861939801,6.578281133611961e-05,0.0007893937360334,True,,,,
GO:0045216,cell-cell junction organization,1,1,1.0,False,True,,,,,,10.0,4.0,0.0008302458739553,True
GO:2000652,regulation of secondary cell wall biogenesis,1,1,1.0,True,False,28.0,-0.0348397956282078,7.131837189637846e-05,0.0008361464291299,True,,,,
GO:0032543,mitochondrial translation,1,1,1.0,True,False,30.0,0.0416184678816489,8.464600103667982e-05,0.0009701002366001,True,,,,
GO:0010088,phloem development,1,1,1.0,True,False,36.0,-0.0439541740243032,8.81930066258276e-05,0.0009995207417593,True,,,,
GO:0000380,"alternative mRNA splicing, via spliceosome",1,1,1.0,True,False,13.0,0.0679279883232411,9.882424342601393e-05,0.0011077003109289,True,,,,
GO:0006400,tRNA modification,1,1,1.0,True,False,35.0,0.0336178709816727,0.0001039999256363,0.0011406443456889,True,,,,
GO:0034330,cell junction organization,1,1,1.0,False,True,,,,,,11.0,4.0,0.0012227002739552,True
GO:0006487,protein N-linked glycosylation,1,1,1.0,True,False,31.0,0.0465268420478463,0.0001149641835773,0.0012343522868308,True,,,,
GO:0030048,actin filament-based movement,1,1,1.0,True,False,19.0,0.0428568973548203,0.0001245569951753,0.0013234180737376,True,,,,
GO:0036294,cellular response to decreased oxygen levels,1,1,1.0,False,True,,,,,,224.0,14.0,0.0013862468672307,True
GO:0071453,cellular response to oxygen levels,1,1,1.0,False,True,,,,,,224.0,14.0,0.0013862468672307,True
GO:0031167,rRNA methylation,1,1,1.0,True,False,10.0,0.081596204111239,0.0001370300177499,0.0014409342072678,True,,,,
GO:0000028,ribosomal small subunit assembly,1,1,1.0,True,False,14.0,0.0654751520603796,0.0001419976654911,0.0014779348857242,True,,,,
GO:0009819,drought recovery,1,1,1.0,True,False,13.0,-0.0768938690432167,0.0001475372338655,0.0014988580438844,True,,,,
GO:0007062,sister chromatid cohesion,1,1,1.0,True,False,16.0,0.0387016253198555,0.0001523490628512,0.0015234906285121,True,,,,
GO:0000956,nuclear-transcribed mRNA catabolic process,1,1,1.0,True,False,16.0,0.0486641064015751,0.0001557367893953,0.0015422478173135,True,,,,
GO:0070542,response to fatty acid,1,1,1.0,False,True,,,,,,201.0,13.0,0.0016435368065351,True
GO:0001906,cell killing,1,1,1.0,False,True,,,,,,40.0,6.0,0.0017648229344564,True
GO:0031640,killing of cells of another organism,1,1,1.0,False,True,,,,,,40.0,6.0,0.0017648229344564,True
GO:0141060,disruption of anatomical structure in another organism,1,1,1.0,False,True,,,,,,40.0,6.0,0.0017648229344564,True
GO:0141061,disruption of cell in another organism,1,1,1.0,False,True,,,,,,40.0,6.0,0.0017648229344564,True
GO:0000055,ribosomal large subunit export from nucleus,1,1,1.0,True,False,11.0,0.0546485831322993,0.0001833922677278,0.0017986549334843,True,,,,
GO:0051276,chromosome organization,1,1,1.0,True,False,14.0,0.059259589564164,0.0002003668660785,0.0019464209847632,True,,,,
GO:0009404,toxin metabolic process,1,1,1.0,False,True,,,,,,59.0,7.0,0.0019469266662994,True
GO:0045595,regulation of cell differentiation,1,1,1.0,True,False,25.0,-0.0499485515361416,0.0002041078950853,0.0019640571036516,True,,,,
GO:0031053,primary miRNA processing,1,1,1.0,True,False,10.0,0.0658726604386964,0.0002255858581513,0.0021109869294897,True,,,,
GO:0016579,protein deubiquitination,1,1,1.0,True,False,54.0,0.0160738416706535,0.0002419542332656,0.0022435756175542,True,,,,
GO:0036293,response to decreased oxygen levels,1,1,1.0,False,True,,,,,,252.0,14.0,0.0032770098508438,True
GO:0051131,chaperone-mediated protein complex assembly,1,1,1.0,True,False,13.0,0.1056261369151133,0.0003696752522905,0.0032788587594469,True,,,,
GO:0070482,response to oxygen levels,1,1,1.0,False,True,,,,,,253.0,14.0,0.0033238157638927,True
GO:0043484,regulation of RNA splicing,1,1,1.0,True,False,16.0,0.0460674613278806,0.0004558457886122,0.0040082991757287,True,,,,
GO:0019684,"photosynthesis, light reaction",1,1,1.0,True,False,10.0,-0.0666524426283397,0.0005198362202318,0.0045319055097137,True,,,,
GO:0044550,secondary metabolite biosynthetic process,1,1,1.0,False,True,,,,,,144.0,10.0,0.004769044626295,True
GO:0016117,carotenoid biosynthetic process,1,1,1.0,True,False,17.0,-0.0389923431937454,0.0005722038187745,0.0049046041609246,True,,,,
GO:0051555,flavonol biosynthetic process,1,1,1.0,True,False,25.0,-0.0679856557489166,0.0005795718227653,0.0049263604935055,True,,,,
GO:0000423,mitophagy,1,1,1.0,True,False,21.0,-0.0504238427212135,0.0006033931523323,0.0050864546725534,True,,,,
GO:0009085,L-lysine biosynthetic process,1,1,1.0,True,False,11.0,0.071831392410591,0.0006555320021979,0.0054806773954252,True,,,,
GO:0006164,purine nucleotide biosynthetic process,1,1,1.0,True,False,17.0,0.0703955489128731,0.0006921628665459,0.0056935977732006,True,,,,
GO:0006611,protein export from nucleus,1,1,1.0,True,False,15.0,0.0537947840843735,0.0006902247074279,0.0056935977732006,True,,,,
GO:0000027,ribosomal large subunit assembly,1,1,1.0,True,False,10.0,0.0801484417356479,0.0007188706000554,0.0058659840964528,True,,,,
GO:0009926,auxin polar transport,1,1,1.0,True,False,43.0,0.0290509460048748,0.0007248599282906,0.0058679137052096,True,,,,
GO:0000122,negative regulation of transcription by RNA polymerase II,1,1,1.0,True,False,52.0,0.0182572133558535,0.0007825714239642,0.0062321656021797,True,,,,
GO:0008033,tRNA processing,1,1,1.0,True,False,35.0,0.0339123817368051,0.0007898017294406,0.0062321656021797,True,,,,
GO:0010192,mucilage biosynthetic process,1,1,1.0,True,False,14.0,-0.0496242592439074,0.0007992660559096,0.0062321656021797,True,,,,
GO:0051923,sulfation,1,1,1.0,True,False,17.0,-0.0179371277117382,0.0008251232084311,0.006369350924561,True,,,,
GO:0007064,mitotic sister chromatid cohesion,1,1,1.0,True,False,15.0,0.0597748381959187,0.000844958806555,0.0064317759901947,True,,,,
GO:0000290,deadenylation-dependent decapping of nuclear-transcribed mRNA,1,1,1.0,True,False,15.0,0.0359188024060215,0.0008838249822293,0.0066777887546217,True,,,,
GO:0006406,mRNA export from nucleus,1,1,1.0,True,False,26.0,0.029164864217037,0.0009139986916101,0.0068549901870759,True,,,,
GO:0006402,mRNA catabolic process,1,1,1.0,True,False,34.0,0.0303587731924982,0.0009745135565892,0.0072555023921246,True,,,,
GO:0006526,L-arginine biosynthetic process,1,1,1.0,True,False,12.0,0.0458504001080046,0.0011075480897721,0.0080692789397686,True,,,,
GO:0002098,tRNA wobble uridine modification,1,1,1.0,True,False,16.0,0.0456852562328658,0.0012258474877342,0.0088053833625983,True,,,,
GO:0030705,cytoskeleton-dependent intracellular transport,1,1,1.0,True,False,27.0,0.0319436777719096,0.0012405541201512,0.0088487077101698,True,,,,
GO:0009294,DNA-mediated transformation,1,1,1.0,True,False,27.0,0.0267703492042867,0.0013870797936522,0.0096905574625017,True,,,,
GO:0000338,protein deneddylation,1,1,1.0,True,False,12.0,0.0535490285213871,0.0014308050168143,0.0097608693644299,True,,,,
GO:0009094,L-phenylalanine biosynthetic process,1,1,1.0,True,False,13.0,-0.0374838836527324,0.0015254892900218,0.0102368360251467,True,,,,
GO:0016973,poly(A)+ mRNA export from nucleus,1,1,1.0,True,False,17.0,0.0546485831322993,0.0015164388585649,0.0102368360251467,True,,,,
GO:0006334,nucleosome assembly,1,1,1.0,True,False,36.0,0.0173084184121532,0.0015942537646745,0.0105593431166756,True,,,,
GO:0016444,somatic cell DNA recombination,1,1,1.0,True,False,10.0,0.0555791276465539,0.0016483228837714,0.0108470280093345,True,,,,
GO:0030307,positive regulation of cell growth,1,1,1.0,True,False,16.0,0.0469409826546014,0.0017639809896589,0.0115337218554623,True,,,,
GO:0045491,xylan metabolic process,1,1,1.0,True,False,14.0,-0.0375585072195545,0.0019147306110026,0.0123609191343211,True,,,,
GO:0051321,meiotic cell cycle,1,1,1.0,True,False,36.0,0.0159142115080609,0.0019638889794647,0.012519792244088,True,,,,
GO:0007035,vacuolar acidification,1,1,1.0,True,False,11.0,-0.0454753434110717,0.0022472329063472,0.014062439045854,True,,,,
GO:1901141,regulation of lignin biosynthetic process,1,1,1.0,True,False,12.0,-0.0430007147387975,0.0022456074443865,0.014062439045854,True,,,,
GO:0009643,photosynthetic acclimation,1,1,1.0,True,False,11.0,-0.0539108058873896,0.0022737890613113,0.0141418587959607,True,,,,
GO:0033993,response to lipid,1,1,1.0,False,True,,,,,,921.0,30.0,0.0143585158156465,True
GO:0051716,cellular response to stimulus,1,1,1.0,False,True,,,,,,2546.0,65.0,0.014733607300258,True
GO:0048481,plant ovule development,1,1,1.0,True,False,52.0,0.0151257978989635,0.0024173260481424,0.0148534492114776,True,,,,
GO:0010233,phloem transport,1,1,1.0,True,False,12.0,-0.0468792842073641,0.0025084341639874,0.0153209751333366,True,,,,
GO:0106074,aminoacyl-tRNA metabolism involved in translational fidelity,1,1,1.0,True,False,13.0,0.0476395245141085,0.0025387959070203,0.0154141180069092,True,,,,
GO:0007034,vacuolar transport,1,1,1.0,True,False,32.0,-0.0358602722322532,0.0026416207839792,0.0159435100571527,True,,,,
GO:0006995,cellular response to nitrogen starvation,1,1,1.0,True,False,44.0,-0.0215813789436255,0.0026729862196792,0.0160379173180756,True,,,,
GO:0001522,pseudouridine synthesis,1,1,1.0,True,False,23.0,0.0353767476376944,0.0027359359666979,0.0163196180469702,True,,,,
GO:0034063,cytoplasmic stress granule assembly,1,1,1.0,True,False,22.0,0.0434109568527042,0.0028460066163418,0.0167799234027089,True,,,,
GO:0072344,rescue of stalled cytosolic ribosome,1,1,1.0,True,False,13.0,0.0630470441013302,0.0028434602074376,0.0167799234027089,True,,,,
GO:0009299,mRNA transcription,1,1,1.0,True,False,14.0,-0.0515118107534118,0.0031757450844848,0.0186164367021527,True,,,,
GO:0006415,translational termination,1,1,1.0,True,False,15.0,0.0276920233292236,0.003266780079433,0.0190406610344099,True,,,,
GO:0051726,regulation of cell cycle,1,1,1.0,True,False,55.0,0.0251194298382393,0.0034325456335743,0.0198931621945785,True,,,,
GO:0032870,cellular response to hormone stimulus,1,1,1.0,False,True,,,,,,903.0,29.0,0.0199294756110968,True
GO:0071495,cellular response to endogenous stimulus,1,1,1.0,False,True,,,,,,904.0,29.0,0.0199294756110968,True
GO:0000045,autophagosome assembly,1,1,1.0,True,False,35.0,-0.0325945435983823,0.003489987607406,0.0199988053907538,True,,,,
GO:0031087,deadenylation-independent decapping of nuclear-transcribed mRNA,1,1,1.0,True,False,11.0,0.0200141554578248,0.0036337913932039,0.0204563726942842,True,,,,
GO:0071577,zinc ion transmembrane transport,1,1,1.0,True,False,22.0,-0.0405015507703896,0.0036500586572154,0.0204563726942842,True,,,,
GO:2000024,regulation of leaf development,1,1,1.0,True,False,21.0,0.0288740416650036,0.003618359098301,0.0204563726942842,True,,,,
GO:1902476,chloride transmembrane transport,1,1,1.0,True,False,12.0,-0.042147384830473,0.0038966990566665,0.0214845029070264,True,,,,
GO:0007178,cell surface receptor protein serine/threonine kinase signaling pathway,1,1,1.0,True,False,61.0,-0.0099615699783743,0.0042007191678338,0.0229385782718264,True,,,,
GO:0007059,chromosome segregation,1,1,1.0,True,False,20.0,0.0208455175927411,0.004364419739492,0.0235540112924968,True,,,,
GO:0009615,response to virus,1,1,1.0,True,False,52.0,0.0129237512014387,0.0044354751189958,0.0238114980072406,True,,,,
GO:0007131,reciprocal meiotic recombination,1,1,1.0,True,False,33.0,0.0264125748025404,0.0047039417997664,0.0251205268888053,True,,,,
GO:0045037,protein import into chloroplast stroma,1,1,1.0,True,False,41.0,0.0239793530993193,0.0047813428574742,0.0252128892153572,True,,,,
GO:0006360,transcription by RNA polymerase I,1,1,1.0,True,False,15.0,0.0198001865925746,0.0052187869822452,0.0271589934790315,True,,,,
GO:0000289,nuclear-transcribed mRNA poly(A) tail shortening,1,1,1.0,True,False,18.0,0.0219469054290674,0.0053369237592474,0.0273616874255524,True,,,,
GO:0034976,response to endoplasmic reticulum stress,1,1,1.0,True,False,35.0,0.0235097206462636,0.0053318853199156,0.0273616874255524,True,,,,
GO:0035999,tetrahydrofolate interconversion,1,1,1.0,True,False,16.0,-0.0318258797881298,0.0053382115663577,0.0273616874255524,True,,,,
GO:0010206,photosystem II repair,1,1,1.0,True,False,15.0,-0.0392599844922331,0.0053662984545264,0.027368122118085,True,,,,
GO:0080001,mucilage extrusion from seed coat,1,1,1.0,True,False,17.0,-0.0223734276220031,0.0054335912851463,0.0275734483126829,True,,,,
GO:0007052,mitotic spindle organization,1,1,1.0,True,False,12.0,0.0714745403702811,0.0055510953934828,0.0277052008713686,True,,,,
GO:0042761,very long-chain fatty acid biosynthetic process,1,1,1.0,True,False,28.0,-0.0160160587014664,0.0055453331044365,0.0277052008713686,True,,,,
GO:0080027,response to herbivore,1,1,1.0,True,False,26.0,-0.020281131639109,0.0055682021359123,0.0277052008713686,True,,,,
GO:0009696,salicylic acid metabolic process,1,1,1.0,True,False,21.0,-0.0341286781110876,0.0057096090368364,0.0282708796969571,True,,,,
GO:0070141,response to UV-A,1,1,1.0,False,True,,,,,,4.0,2.0,0.0290565812798276,True
GO:0071395,cellular response to jasmonic acid stimulus,1,1,1.0,False,True,,,,,,100.0,7.0,0.0290565812798276,True
GO:0071492,cellular response to UV-A,1,1,1.0,False,True,,,,,,4.0,2.0,0.0290565812798276,True
GO:0090693,plant organ senescence,1,1,1.0,False,True,,,,,,159.0,9.0,0.0290565812798276,True
GO:0170062,nutrient storage,1,1,1.0,False,True,,,,,,14.0,3.0,0.0290565812798276,True
GO:0010091,trichome branching,1,1,1.0,True,False,31.0,0.0109947496125459,0.0063057539190752,0.0300605143160942,True,,,,
GO:0010268,brassinosteroid homeostasis,1,1,1.0,True,False,28.0,-0.0172799715606087,0.0063362848803532,0.0300605143160942,True,,,,
GO:0006298,mismatch repair,1,1,1.0,True,False,16.0,0.0253763020785921,0.0064675596327988,0.0304005107163815,True,,,,
GO:0006302,double-strand break repair,1,1,1.0,True,False,34.0,0.013381011267806,0.0065668031224638,0.0307254091051059,True,,,,
GO:0015860,purine nucleoside transmembrane transport,1,1,1.0,True,False,22.0,-0.0201067378489136,0.0070439144170656,0.0326581486609407,True,,,,
GO:0071398,cellular response to fatty acid,1,1,1.0,False,True,,,,,,104.0,7.0,0.0330191496972746,True
GO:0160109,plant gross anatomical part developmental process,1,1,1.0,True,False,111.0,0.0034621597096245,0.0071804025317568,0.0331403193773394,True,,,,
GO:0009880,embryonic pattern specification,1,1,1.0,True,False,13.0,0.0352132964794192,0.0074407444160986,0.0341872040739666,True,,,,
GO:2001141,regulation of RNA biosynthetic process,1,1,1.0,False,True,,,,,,1695.0,45.0,0.0342867223954048,True
GO:0000245,spliceosomal complex assembly,1,1,1.0,True,False,16.0,0.0322529439846778,0.0076406132787145,0.0349480966111605,True,,,,
GO:0044027,negative regulation of gene expression via chromosomal CpG island methylation,1,1,1.0,True,False,19.0,0.0171763669406763,0.0081226072023847,0.0369868720822875,True,,,,
GO:0009561,megagametogenesis,1,1,1.0,True,False,36.0,0.0062725322759008,0.0086006802952289,0.0389897506717043,True,,,,
GO:0006367,transcription initiation at RNA polymerase II promoter,1,1,1.0,True,False,41.0,0.0134769612060449,0.010195500239563,0.0452509454689398,True,,,,
GO:0031124,mRNA 3'-end processing,1,1,1.0,True,False,16.0,0.0226894862162777,0.0102147689447505,0.0452509454689398,True,,,,
GO:0006368,transcription elongation by RNA polymerase II,1,1,1.0,True,False,17.0,0.0642215131297724,0.0109287098542081,0.0475734529065148,True,,,,
GO:0009694,jasmonic acid metabolic process,1,1,1.0,True,False,25.0,-0.0187263593973369,0.0115366003268885,0.0498615776840099,True,,,,
GO:0006412,translation,2,1,0.5,True,True,346.0,0.0658729496887418,1.1260543125750226e-56,1.148575398826523e-53,True,709.0,3.0,0.9999999213864,False
GO:0000398,"mRNA splicing, via spliceosome",2,1,0.5,True,True,170.0,0.0582144593699119,3.6744354385047214e-35,1.8739620736374078e-32,True,169.0,1.0,0.9999999213864,False
GO:0006457,protein folding,2,1,0.5,True,True,211.0,0.0492111684514293,2.453288804886142e-22,6.255886452459663e-20,True,138.0,2.0,0.8634887903992601,False
GO:0006338,chromatin remodeling,2,1,0.5,True,True,164.0,0.0414913223836516,5.790536135186024e-19,1.181269371577949e-16,True,252.0,1.0,0.9999999213864,False
GO:0008380,RNA splicing,2,1,0.5,True,True,88.0,0.0403107506844355,5.947621491763634e-17,1.0110956535998175e-14,True,296.0,1.0,0.9999999213864,False
GO:0002181,cytoplasmic translation,2,1,0.5,True,True,69.0,0.070756100755638,2.5798309469687387e-16,3.759182237011591e-14,True,39.0,1.0,0.7130279968635349,False
GO:0006413,translational initiation,2,1,0.5,True,True,75.0,0.0543742239730461,3.3559314243777586e-15,4.278812566081642e-13,True,100.0,1.0,0.9551117364584476,False
GO:0006396,RNA processing,2,1,0.5,True,True,182.0,0.0212095230435964,1.2302011168319024e-14,1.3942279324094897e-12,True,945.0,2.0,0.9999999213864,False
GO:0006397,mRNA processing,2,1,0.5,True,True,114.0,0.0246855567158591,2.007093896920381e-13,1.95963682003493e-11,True,403.0,1.0,0.9999999213864,False
GO:0040029,epigenetic regulation of gene expression,2,1,0.5,True,True,115.0,0.0326502315353124,1.0170826297756037e-12,7.980186787470119e-11,True,125.0,1.0,0.9948773707065716,False
GO:0009793,embryo development ending in seed dormancy,2,1,0.5,True,True,331.0,0.0160432578935771,1.59853196915203e-12,1.1646447203821934e-10,True,372.0,8.0,0.571640850273839,False
GO:0098869,cellular oxidant detoxification,2,1,0.5,True,True,138.0,-0.0330006573848832,7.305828127838805e-12,4.657465431497237e-10,True,146.0,5.0,0.3340074504705265,False
GO:0031507,heterochromatin formation,2,1,0.5,True,True,39.0,0.0503697563706622,3.2076748922626436e-10,1.6359141950539483e-08,True,61.0,1.0,0.8346564699043453,False
GO:0006281,DNA repair,2,1,0.5,True,True,190.0,0.0191994883007362,4.13881610705012e-10,2.01028210913863e-08,True,301.0,1.0,0.9999999213864,False
GO:0080188,gene silencing by siRNA-directed DNA methylation,2,1,0.5,True,True,55.0,0.0335244809852721,1.5976467615695535e-09,7.407271349095203e-08,True,36.0,1.0,0.6859527588704029,False
GO:0009553,embryo sac development,2,1,0.5,True,True,78.0,0.040167009540533,3.44388589147951e-09,1.3510629266573464e-07,True,131.0,1.0,0.9987520849642846,False
GO:0055085,transmembrane transport,2,1,0.5,True,True,846.0,-0.0025805570487957,4.765559564970433e-09,1.8003225023221637e-07,True,1051.0,21.0,0.5288713402222597,False
