term_id,term_name,methods_tested,methods_significant,significant_fraction,wilcoxon_tested,gprofiler_tested,wilcoxon_gene_set_size,wilcoxon_effect_difference,wilcoxon_p_value,wilcoxon_adjusted_p_value,wilcoxon_significant,gprofiler_term_size,gprofiler_intersection_size,gprofiler_p_value,gprofiler_significant
GO:0030488,tRNA methylation,1,0,0.0,True,False,16.0,0.0337303826891493,0.0240065089837259,0.082445593380889,False,,,,
GO:0006897,endocytosis,1,0,0.0,True,False,24.0,0.0229560246021995,0.0245558096456608,0.083489752795247,False,,,,
GO:1905421,regulation of plant organ morphogenesis,1,0,0.0,True,False,10.0,0.0548450424957472,0.0244828639714909,0.083489752795247,False,,,,
GO:0009686,gibberellin biosynthetic process,2,0,0.0,True,True,27.0,0.0015698233252489,0.9547168521843435,0.9757627146573452,False,24.0,3.0,0.0845591041261987,False
GO:0046487,glyoxylate metabolic process,1,0,0.0,False,True,,,,,,8.0,2.0,0.0845591041261987,False
GO:0071490,cellular response to far red light,1,0,0.0,False,True,,,,,,8.0,2.0,0.0845591041261987,False
GO:0000103,sulfate assimilation,1,0,0.0,True,False,21.0,-0.0282034763072843,0.0251371646581455,0.085182418442885,False,,,,
GO:0000712,resolution of meiotic recombination intermediates,1,0,0.0,True,False,16.0,0.0270141245423644,0.0254748058724126,0.0860407350657645,False,,,,
GO:0098838,folate transmembrane transport,1,0,0.0,True,False,10.0,-0.0177638465904474,0.0256980134692373,0.0865081641538682,False,,,,
GO:0009718,anthocyanin-containing compound biosynthetic process,2,0,0.0,True,True,19.0,0.0012627140593773,0.8919427586956855,0.9418029129084878,False,25.0,3.0,0.0878963679450477,False
GO:0009736,cytokinin-activated signaling pathway,2,0,0.0,True,True,69.0,0.0,0.1977591083721984,0.3674212942434288,False,73.0,5.0,0.0878963679450477,False
GO:0010227,floral organ abscission,2,0,0.0,True,True,27.0,-0.001685176941105,0.136345770619485,0.2873402603964354,False,25.0,3.0,0.0878963679450477,False
GO:0042430,indole-containing compound metabolic process,1,0,0.0,False,True,,,,,,73.0,5.0,0.0878963679450477,False
GO:0050832,defense response to fungus,2,0,0.0,True,True,286.0,0.0,0.3847537457152429,0.5712501028086575,False,316.0,12.0,0.0878963679450477,False
GO:0051260,protein homooligomerization,2,0,0.0,True,True,24.0,-0.009122653408194,0.1100101510587764,0.2466161628130811,False,25.0,3.0,0.0878963679450477,False
GO:0009416,response to light stimulus,2,0,0.0,True,True,217.0,-0.0034063704283392,0.0264121347691224,0.0886196627121872,False,714.0,17.0,0.3365236545195714,False
GO:0010074,maintenance of meristem identity,1,0,0.0,True,False,12.0,0.0202468179040511,0.0271926667838094,0.090642222612698,False,,,,
GO:2000377,regulation of reactive oxygen species metabolic process,2,0,0.0,True,True,30.0,-0.0246434441710089,0.0271440367100107,0.090642222612698,False,52.0,2.0,0.4982139574567899,False
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",1,0,0.0,True,False,14.0,-0.018999412722642,0.0274081765480425,0.091062997000011,False,,,,
GO:0045490,pectin catabolic process,1,0,0.0,True,False,108.0,-0.0003782385210217,0.0279752361939671,0.0926452627202809,False,,,,
GO:0006508,proteolysis,2,0,0.0,True,True,380.0,-2.778418583250004e-05,0.0281715289018935,0.0926934176771981,False,429.0,6.0,0.9023738695770068,False
GO:0070370,cellular heat acclimation,1,0,0.0,True,False,11.0,0.0617837452098615,0.0281403031089497,0.0926934176771981,False,,,,
GO:0009061,anaerobic respiration,1,0,0.0,False,True,,,,,,9.0,2.0,0.0936087443619604,False
GO:0009685,gibberellin metabolic process,1,0,0.0,False,True,,,,,,26.0,3.0,0.0936087443619604,False
GO:0010117,photoprotection,2,0,0.0,True,True,13.0,-0.0372105716017687,0.0922242614334573,0.2177517283845519,False,9.0,2.0,0.0936087443619604,False
GO:0019219,regulation of nucleobase-containing compound metabolic process,1,0,0.0,False,True,,,,,,1835.0,45.0,0.0936087443619604,False
GO:0048609,multicellular organismal reproductive process,1,0,0.0,False,True,,,,,,171.0,8.0,0.0936087443619604,False
GO:0071368,cellular response to cytokinin stimulus,1,0,0.0,False,True,,,,,,76.0,5.0,0.0936087443619604,False
GO:0009423,chorismate biosynthetic process,1,0,0.0,True,False,10.0,-0.0305643538183617,0.028889251846833,0.0947493147388093,False,,,,
GO:0006821,chloride transport,1,0,0.0,True,False,11.0,-0.0689185465025185,0.0291189237055229,0.0948923392320556,False,,,,
GO:0098655,monoatomic cation transmembrane transport,2,0,0.0,True,True,44.0,-0.0292099908366509,0.0290468010279506,0.0948923392320556,False,309.0,3.0,0.9999999213864,False
GO:0009808,lignin metabolic process,2,0,0.0,True,True,12.0,-0.0398591411413287,0.0293970344263097,0.0954935513211336,False,71.0,4.0,0.1698027179383449,False
GO:0061723,glycophagy,1,0,0.0,True,False,10.0,-0.0150529491558333,0.0295978653414468,0.0958407068199232,False,,,,
GO:0017148,negative regulation of translation,1,0,0.0,True,False,27.0,0.0248279696791024,0.0299613383088049,0.0967106489714591,False,,,,
GO:0010431,seed maturation,2,0,0.0,True,True,29.0,0.013335318466169,0.1437401614483817,0.298379718866383,False,77.0,5.0,0.0977736935461175,False
GO:1900055,regulation of leaf senescence,2,0,0.0,True,True,18.0,0.0011114616525767,0.9979929137922148,0.9987999442294004,False,50.0,4.0,0.0980955351654543,False
GO:0010305,leaf vascular tissue pattern formation,1,0,0.0,True,False,30.0,0.0230206347262594,0.0305818533266647,0.0980990294963094,False,,,,
GO:0010608,post-transcriptional regulation of gene expression,2,0,0.0,True,True,36.0,0.0021941172897539,0.0305838150782611,0.0980990294963094,False,239.0,4.0,0.7814239756341591,False
GO:0009682,induced systemic resistance,2,0,0.0,True,True,32.0,-0.0205521126676541,0.1322320791330049,0.2809931681576353,False,27.0,3.0,0.0986248567229714,False
GO:0015850,organic hydroxy compound transport,1,0,0.0,False,True,,,,,,27.0,3.0,0.0986248567229714,False
GO:0010114,response to red light,2,0,0.0,True,True,78.0,-0.0211074366453185,0.0311275875271357,0.0992191852427451,False,64.0,4.0,0.15240400865654,False
GO:0007020,microtubule nucleation,1,0,0.0,True,False,13.0,0.0107678638524548,0.0323571654961501,0.1019273731366334,False,,,,
GO:0007080,mitotic metaphase chromosome alignment,1,0,0.0,True,False,14.0,0.0301342617639018,0.03237693029046,0.1019273731366334,False,,,,
GO:0010468,regulation of gene expression,2,0,0.0,True,True,172.0,0.0027862393094346,0.0321888035872918,0.1019273731366334,False,2132.0,50.0,0.1161443400917897,False
GO:0043039,tRNA aminoacylation,1,0,0.0,True,False,10.0,0.0742481028626969,0.0320852109698358,0.1019273731366334,False,,,,
GO:0009789,positive regulation of abscisic acid-activated signaling pathway,1,0,0.0,True,False,54.0,-0.004999005531665,0.0324981692648609,0.101994254308179,False,,,,
GO:0009073,aromatic amino acid biosynthetic process,1,0,0.0,True,False,13.0,-0.0257116889118811,0.0329385770748527,0.103059351583895,False,,,,
GO:0065007,biological regulation,1,0,0.0,False,True,,,,,,4414.0,94.0,0.1033667685239295,False
GO:0008285,negative regulation of cell population proliferation,2,0,0.0,True,True,42.0,0.0211815422663778,0.0337604578583016,0.1047883440828336,False,36.0,1.0,0.6859527588704029,False
GO:0010214,seed coat development,1,0,0.0,True,False,39.0,-0.0033250064929325,0.0338608194961848,0.1047883440828336,False,,,,
GO:0016567,protein ubiquitination,2,0,0.0,True,True,660.0,-0.0004246951426542,0.0339932000735521,0.1047883440828336,False,520.0,5.0,0.9999999213864,False
GO:0071421,manganese ion transmembrane transport,1,0,0.0,True,False,26.0,-0.017231247908459,0.033628189069903,0.1047883440828336,False,,,,
GO:1901348,positive regulation of secondary cell wall biogenesis,1,0,0.0,True,False,10.0,-0.0471312178451754,0.0340048449915862,0.1047883440828336,False,,,,
GO:0009864,"induced systemic resistance, jasmonic acid mediated signaling pathway",2,0,0.0,True,True,17.0,0.0230547721696807,0.2038458719063425,0.3748334336079397,False,10.0,2.0,0.1063263708710411,False
GO:0035195,miRNA-mediated post-transcriptional gene silencing,1,0,0.0,False,True,,,,,,52.0,4.0,0.1063263708710411,False
GO:0006779,porphyrin-containing compound biosynthetic process,2,0,0.0,True,True,16.0,-0.0357133830664862,0.0351920976030791,0.1077956142797018,False,69.0,2.0,0.6032272860000533,False
GO:0071806,protein transmembrane transport,1,0,0.0,True,False,21.0,0.0073277363195102,0.035587722652569,0.1086810691785042,False,,,,
GO:0010467,gene expression,2,0,0.0,True,True,16.0,0.0305833200545561,0.0357028472276595,0.1087071766334707,False,3841.0,58.0,0.9861965054922658,False
GO:0010099,regulation of photomorphogenesis,1,0,0.0,True,False,23.0,0.0288740416650036,0.0359744797175634,0.109208241999746,False,,,,
GO:0009624,response to nematode,1,0,0.0,True,False,91.0,-0.0058509142137093,0.036471444873803,0.110388349469671,False,,,,
GO:0009889,regulation of biosynthetic process,1,0,0.0,False,True,,,,,,2275.0,53.0,0.1117407402136871,False
GO:0032501,multicellular organismal process,1,0,0.0,False,True,,,,,,2583.0,59.0,0.1117407402136871,False
GO:0071483,cellular response to blue light,1,0,0.0,False,True,,,,,,29.0,3.0,0.1126427562703357,False
GO:0080022,primary root development,1,0,0.0,True,False,45.0,-0.0084906524262646,0.037765239387013,0.1139661070258974,False,,,,
GO:0070475,rRNA base methylation,1,0,0.0,True,False,21.0,0.0159309990863386,0.038050150122199,0.1141689899945721,False,,,,
GO:2000280,regulation of root development,1,0,0.0,True,False,70.0,-0.0057427578849156,0.0380563299981907,0.1141689899945721,False,,,,
GO:0034219,carbohydrate transmembrane transport,2,0,0.0,True,True,42.0,-0.0027306677358782,0.0387161613738025,0.1153010393726169,False,48.0,3.0,0.2082890054802154,False
GO:0034599,cellular response to oxidative stress,2,0,0.0,True,True,61.0,-0.0162130871945084,0.0387592922930208,0.1153010393726169,False,67.0,2.0,0.5880968978512623,False
GO:0090627,plant epidermal cell differentiation,2,0,0.0,True,True,16.0,0.0319517592171585,0.0387728004949094,0.1153010393726169,False,169.0,1.0,0.9999999213864,False
GO:0006352,DNA-templated transcription initiation,1,0,0.0,True,False,35.0,0.0129045629246337,0.0389360278764808,0.1154498500988675,False,,,,
GO:0060966,regulation of gene silencing by regulatory ncRNA,1,0,0.0,True,False,12.0,0.0185788814298122,0.039906811516992,0.1179853557893678,False,,,,
GO:0000304,response to singlet oxygen,1,0,0.0,False,True,,,,,,11.0,2.0,0.1195613434624006,False
GO:0009737,response to abscisic acid,2,0,0.0,True,True,468.0,0.0007474196639362,0.552673652399716,0.7156723148757367,False,561.0,17.0,0.1195613434624006,False
GO:0010254,nectary development,1,0,0.0,False,True,,,,,,1.0,1.0,0.1195613434624006,False
GO:0015838,amino-acid betaine transport,1,0,0.0,False,True,,,,,,1.0,1.0,0.1195613434624006,False
GO:0015879,carnitine transport,1,0,0.0,False,True,,,,,,1.0,1.0,0.1195613434624006,False
GO:0034205,amyloid-beta formation,1,0,0.0,False,True,,,,,,1.0,1.0,0.1195613434624006,False
GO:0042982,amyloid precursor protein metabolic process,1,0,0.0,False,True,,,,,,1.0,1.0,0.1195613434624006,False
GO:0042987,amyloid precursor protein catabolic process,1,0,0.0,False,True,,,,,,1.0,1.0,0.1195613434624006,False
GO:0050435,amyloid-beta metabolic process,1,0,0.0,False,True,,,,,,1.0,1.0,0.1195613434624006,False
GO:0060416,response to growth hormone,1,0,0.0,False,True,,,,,,1.0,1.0,0.1195613434624006,False
GO:0070778,L-aspartate transmembrane transport,1,0,0.0,False,True,,,,,,1.0,1.0,0.1195613434624006,False
GO:0071484,cellular response to light intensity,1,0,0.0,False,True,,,,,,11.0,2.0,0.1195613434624006,False
GO:0071491,cellular response to red light,1,0,0.0,False,True,,,,,,12.0,2.0,0.1195613434624006,False
GO:0090437,socket cell differentiation,1,0,0.0,False,True,,,,,,1.0,1.0,0.1195613434624006,False
GO:1901810,beta-carotene metabolic process,1,0,0.0,False,True,,,,,,1.0,1.0,0.1195613434624006,False
GO:1901811,beta-carotene catabolic process,1,0,0.0,False,True,,,,,,1.0,1.0,0.1195613434624006,False
GO:1902003,regulation of amyloid-beta formation,1,0,0.0,False,True,,,,,,1.0,1.0,0.1195613434624006,False
GO:1902004,positive regulation of amyloid-beta formation,1,0,0.0,False,True,,,,,,1.0,1.0,0.1195613434624006,False
GO:1902603,carnitine transmembrane transport,1,0,0.0,False,True,,,,,,1.0,1.0,0.1195613434624006,False
GO:1902991,regulation of amyloid precursor protein catabolic process,1,0,0.0,False,True,,,,,,1.0,1.0,0.1195613434624006,False
GO:1902993,positive regulation of amyloid precursor protein catabolic process,1,0,0.0,False,True,,,,,,1.0,1.0,0.1195613434624006,False
GO:1904277,negative regulation of wax biosynthetic process,1,0,0.0,False,True,,,,,,1.0,1.0,0.1195613434624006,False
GO:2000068,regulation of defense response to insect,1,0,0.0,False,True,,,,,,12.0,2.0,0.1195613434624006,False
GO:0071470,cellular response to osmotic stress,2,0,0.0,True,True,13.0,-0.0188639545946988,0.0407591531297541,0.1201570410183504,False,55.0,1.0,0.7985238442649816,False
GO:0048235,pollen sperm cell differentiation,2,0,0.0,True,True,36.0,0.0045043072821074,0.0415689004525004,0.122191004211961,False,18.0,2.0,0.1819197416273389,False
GO:0098542,defense response to other organism,2,0,0.0,True,True,174.0,-0.0013482876293276,0.0418089450620752,0.1225434596647033,False,341.0,7.0,0.6256846831463695,False
GO:0048573,"photoperiodism, flowering",2,0,0.0,True,True,57.0,0.0124492828546991,0.0419902336643655,0.1227221728872575,False,142.0,2.0,0.8713245299044023,False
GO:0010556,regulation of macromolecule biosynthetic process,1,0,0.0,False,True,,,,,,2164.0,50.0,0.1227895207065716,False
GO:0032922,circadian regulation of gene expression,1,0,0.0,True,False,16.0,-0.030283436832896,0.0422651166472758,0.1231221276945895,False,,,,
GO:0097352,autophagosome maturation,1,0,0.0,True,False,14.0,-0.0432745235330713,0.0423684968831381,0.1231221276945895,False,,,,
GO:0000963,mitochondrial RNA processing,1,0,0.0,True,False,31.0,0.018566273534519,0.0427897109513832,0.12399291241594,False,,,,
GO:0090110,COPII-coated vesicle cargo loading,1,0,0.0,True,False,13.0,0.0261679885712769,0.043149101582017,0.1246801235514373,False,,,,
GO:0001578,microtubule bundle formation,1,0,0.0,True,False,10.0,0.0242675922973653,0.0435489636896993,0.1254800648686252,False,,,,
GO:0032511,late endosome to vacuole transport via multivesicular body sorting pathway,1,0,0.0,True,False,10.0,-0.060627558878025,0.0437186436516382,0.1256141310554114,False,,,,
GO:0006575,modified amino acid metabolic process,1,0,0.0,False,True,,,,,,89.0,5.0,0.1258097349176693,False
GO:0044419,biological process involved in interspecies interaction between organisms,1,0,0.0,False,True,,,,,,1123.0,29.0,0.1258097349176693,False
GO:0140547,acquisition of seed longevity,2,0,0.0,True,True,11.0,-0.0404176943902841,0.0439233874628052,0.1258479078990487,False,6.0,1.0,0.3157013094313516,False
GO:0015706,nitrate transmembrane transport,1,0,0.0,True,False,31.0,-0.0051496784284319,0.0446954271802845,0.1273445131952242,False,,,,
GO:0045995,regulation of embryonic development,1,0,0.0,True,False,16.0,0.0143323581593667,0.044591938821034,0.1273445131952242,False,,,,
GO:0005983,starch catabolic process,1,0,0.0,True,False,23.0,0.0169345736453157,0.0451742845963673,0.127993806356374,False,,,,
GO:0045893,positive regulation of DNA-templated transcription,2,0,0.0,True,True,395.0,0.0031323672495259,0.0450779812054104,0.127993806356374,False,292.0,5.0,0.7582645826921879,False
GO:2000028,"regulation of photoperiodism, flowering",2,0,0.0,True,True,80.0,0.0081395383335408,0.0456898644949767,0.1290960160245879,False,89.0,2.0,0.6805155556025269,False
GO:0097305,response to alcohol,1,0,0.0,False,True,,,,,,569.0,17.0,0.1298397098383192,False
GO:0006075,(1->3)-beta-D-glucan biosynthetic process,1,0,0.0,True,False,12.0,0.0360189553128505,0.0463386199086743,0.129913630267247,False,,,,
GO:0009554,megasporogenesis,1,0,0.0,True,False,14.0,-0.0154493527418958,0.0463409831335775,0.129913630267247,False,,,,
GO:1901332,negative regulation of lateral root development,1,0,0.0,True,False,10.0,-0.0382697405963373,0.0463613347228214,0.129913630267247,False,,,,
GO:0071333,cellular response to glucose stimulus,2,0,0.0,True,True,15.0,0.0306677840128953,0.0474275307367776,0.132537209182228,False,19.0,1.0,0.5435319430601824,False
GO:0010274,hydrotropism,1,0,0.0,True,False,14.0,-0.0425766811008022,0.0476996728088411,0.1329335143852949,False,,,,
GO:0031099,regeneration,1,0,0.0,False,True,,,,,,13.0,2.0,0.133020151869955,False
GO:0080036,regulation of cytokinin-activated signaling pathway,1,0,0.0,False,True,,,,,,13.0,2.0,0.133020151869955,False
GO:0009650,UV protection,1,0,0.0,True,False,11.0,0.0440992956290422,0.0482334664534334,0.1340548658923763,False,,,,
GO:0046688,response to copper ion,2,0,0.0,True,True,15.0,-0.0426551093505468,0.049226840414403,0.1364439598442692,False,17.0,1.0,0.5194082812512565,False
GO:0009938,negative regulation of gibberellic acid mediated signaling pathway,1,0,0.0,True,False,12.0,0.0249916585104808,0.0494549967706077,0.1367048691220052,False,,,,
GO:0006012,galactose metabolic process,1,0,0.0,True,False,22.0,-0.0086413014098172,0.0496904216907374,0.136984405742033,False,,,,
GO:0009617,response to bacterium,2,0,0.0,True,True,207.0,-0.0028469246104078,0.0513682374889506,0.141118060074069,False,426.0,11.0,0.3394748558466001,False
GO:0009648,photoperiodism,2,0,0.0,True,True,15.0,-0.0576584587039901,0.0514665866152487,0.141118060074069,False,152.0,2.0,0.8948044486990248,False
GO:1904823,purine nucleobase transmembrane transport,1,0,0.0,True,False,24.0,-0.0080808579418755,0.0520670265850217,0.1423816812780755,False,,,,
GO:0072334,UDP-galactose transmembrane transport,1,0,0.0,True,False,12.0,0.0387922503138914,0.052228956644981,0.1424426090317664,False,,,,
GO:0009838,abscission,1,0,0.0,False,True,,,,,,35.0,3.0,0.1426178698081166,False
GO:0034337,RNA folding,1,0,0.0,True,False,12.0,0.0451141740596627,0.0535796051358891,0.1457365259696185,False,,,,
GO:0006952,defense response,2,0,0.0,True,True,449.0,-0.0004200534352162,0.0543343310080783,0.1473963234793615,False,1249.0,30.0,0.1864418789204464,False
GO:0007275,multicellular organism development,1,0,0.0,False,True,,,,,,2403.0,54.0,0.1476869056570539,False
GO:0034644,cellular response to UV,1,0,0.0,False,True,,,,,,14.0,2.0,0.1483752064863471,False
GO:0048639,positive regulation of developmental growth,1,0,0.0,False,True,,,,,,14.0,2.0,0.1483752064863471,False
GO:0019430,removal of superoxide radicals,1,0,0.0,True,False,15.0,0.0150976618864648,0.0559494645491876,0.151375209125123,False,,,,
GO:0010581,regulation of starch biosynthetic process,1,0,0.0,True,False,15.0,0.022910487973939,0.0563310280020775,0.1520043612754472,False,,,,
GO:0009933,meristem structural organization,1,0,0.0,True,False,21.0,0.0119450804955747,0.0570135141863706,0.1527548880282804,False,,,,
GO:0030865,cortical cytoskeleton organization,2,0,0.0,True,True,15.0,-0.0427235181621588,0.057046426058824,0.1527548880282804,False,47.0,1.0,0.7553875175643586,False
GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,1,0,0.0,True,False,163.0,0.0020428874975786,0.057058443469387,0.1527548880282804,False,,,,
GO:0048015,phosphatidylinositol-mediated signaling,1,0,0.0,True,False,15.0,-0.0160055814830234,0.057506925469085,0.1535525235038397,False,,,,
GO:0009735,response to cytokinin,2,0,0.0,True,True,67.0,-0.0117629437759716,0.0581091379833744,0.1547554066397961,False,113.0,5.0,0.207553804652293,False
GO:0048827,phyllome development,2,0,0.0,True,True,13.0,-0.0015429102202677,0.8819177184597762,0.9376743866648912,False,497.0,15.0,0.1555715253967282,False
GO:0061458,reproductive system development,1,0,0.0,False,True,,,,,,1152.0,29.0,0.1555715253967282,False
GO:0007031,peroxisome organization,1,0,0.0,True,False,22.0,0.0200918819877786,0.0587628829478786,0.1560889078303026,False,,,,
GO:0009088,L-threonine biosynthetic process,1,0,0.0,True,False,10.0,0.0564797652137986,0.0593904566118932,0.1573461447899508,False,,,,
GO:0019760,glucosinolate metabolic process,2,0,0.0,True,True,39.0,-0.0030026227842469,0.5143722083245821,0.6876273296082225,False,97.0,5.0,0.1585976509424179,False
GO:0006521,regulation of amino acid metabolic process,1,0,0.0,False,True,,,,,,15.0,2.0,0.1587774004419004,False
GO:0015740,C4-dicarboxylate transport,1,0,0.0,False,True,,,,,,15.0,2.0,0.1587774004419004,False
GO:0016145,S-glycoside catabolic process,1,0,0.0,False,True,,,,,,15.0,2.0,0.1587774004419004,False
GO:0019762,glucosinolate catabolic process,2,0,0.0,True,True,28.0,0.0061391738784106,0.1397265945030729,0.2926511835587976,False,15.0,2.0,0.1587774004419004,False
GO:0010120,camalexin biosynthetic process,2,0,0.0,True,True,15.0,0.0462452195751898,0.0602104310968865,0.1591052842456588,False,13.0,1.0,0.4701408018093052,False
GO:0043207,response to external biotic stimulus,1,0,0.0,False,True,,,,,,1111.0,28.0,0.15950779284126,False
GO:0051707,response to other organism,2,0,0.0,True,True,88.0,-0.0013335722255995,0.2724131114014989,0.4547649322905547,False,1111.0,28.0,0.15950779284126,False
GO:0010053,root epidermal cell differentiation,1,0,0.0,True,False,21.0,-0.0183334290091447,0.0613030759818274,0.1615739987117933,False,,,,
GO:0043547,positive regulation of GTPase activity,1,0,0.0,True,False,10.0,-0.0081395739816273,0.0616446293520155,0.1620554689150923,False,,,,
GO:1901002,positive regulation of response to salt stress,1,0,0.0,True,False,18.0,-0.0126219508983248,0.0625749705514957,0.1640783289525081,False,,,,
GO:0009744,response to sucrose,2,0,0.0,True,True,72.0,-0.0176062501760984,0.0632109340102701,0.1649236253485365,False,77.0,2.0,0.63088669013877,False
GO:0048825,cotyledon development,1,0,0.0,True,False,39.0,0.0079813879942782,0.0632207230502723,0.1649236253485365,False,,,,
GO:0006900,vesicle budding from membrane,1,0,0.0,True,False,24.0,-0.0048224473175202,0.0640487810119725,0.1666575424291121,False,,,,
GO:0006997,nucleus organization,1,0,0.0,True,False,13.0,0.0179615550985737,0.0643003299486734,0.1668863525385416,False,,,,
GO:0006813,potassium ion transport,2,0,0.0,True,True,30.0,-0.0086847147525438,0.0654386346637836,0.1694096633427902,False,74.0,1.0,0.8847284099685351,False
GO:0009267,cellular response to starvation,2,0,0.0,True,True,10.0,0.0254216731120065,0.1758488340750479,0.3409996402215758,False,135.0,6.0,0.1697447748146761,False
GO:0002252,immune effector process,1,0,0.0,False,True,,,,,,16.0,2.0,0.1698027179383449,False
GO:0006567,L-threonine catabolic process,1,0,0.0,False,True,,,,,,2.0,1.0,0.1698027179383449,False
GO:0009607,response to biotic stimulus,1,0,0.0,False,True,,,,,,1134.0,28.0,0.1698027179383449,False
GO:0009801,cinnamic acid ester metabolic process,1,0,0.0,False,True,,,,,,2.0,1.0,0.1698027179383449,False
GO:0010433,bract morphogenesis,1,0,0.0,False,True,,,,,,2.0,1.0,0.1698027179383449,False
GO:0010434,bract formation,1,0,0.0,False,True,,,,,,2.0,1.0,0.1698027179383449,False
GO:0015810,aspartate transmembrane transport,1,0,0.0,False,True,,,,,,2.0,1.0,0.1698027179383449,False
GO:0015839,cadaverine transport,1,0,0.0,False,True,,,,,,2.0,1.0,0.1698027179383449,False
GO:0019222,regulation of metabolic process,1,0,0.0,False,True,,,,,,2561.0,56.0,0.1698027179383449,False
GO:0019499,cyanide metabolic process,1,0,0.0,False,True,,,,,,2.0,1.0,0.1698027179383449,False
GO:0042594,response to starvation,2,0,0.0,True,True,18.0,0.0015806919050683,0.6838076398128401,0.8110276658245312,False,173.0,7.0,0.1698027179383449,False
GO:0042743,hydrogen peroxide metabolic process,1,0,0.0,False,True,,,,,,104.0,5.0,0.1698027179383449,False
GO:0046373,L-arabinose metabolic process,1,0,0.0,False,True,,,,,,2.0,1.0,0.1698027179383449,False
GO:0046620,regulation of organ growth,1,0,0.0,False,True,,,,,,16.0,2.0,0.1698027179383449,False
GO:0048856,anatomical structure development,1,0,0.0,False,True,,,,,,2766.0,60.0,0.1698027179383449,False
GO:0050789,regulation of biological process,1,0,0.0,False,True,,,,,,4223.0,87.0,0.1698027179383449,False
GO:0051262,protein tetramerization,1,0,0.0,False,True,,,,,,16.0,2.0,0.1698027179383449,False
GO:0051410,detoxification of nitrogen compound,1,0,0.0,False,True,,,,,,2.0,1.0,0.1698027179383449,False
GO:0072489,methylammonium transmembrane transport,1,0,0.0,False,True,,,,,,2.0,1.0,0.1698027179383449,False
GO:0072593,reactive oxygen species metabolic process,2,0,0.0,True,True,19.0,-0.024678696182653,0.148908793875595,0.3056075850163118,False,174.0,7.0,0.1698027179383449,False
GO:0080091,regulation of raffinose metabolic process,1,0,0.0,False,True,,,,,,2.0,1.0,0.1698027179383449,False
GO:1900056,negative regulation of leaf senescence,2,0,0.0,True,True,24.0,0.0264118613860579,0.1291121748276086,0.2755113354061942,False,16.0,2.0,0.1698027179383449,False
GO:1901503,ether biosynthetic process,1,0,0.0,False,True,,,,,,2.0,1.0,0.1698027179383449,False
GO:1901598,(-)-pinoresinol metabolic process,1,0,0.0,False,True,,,,,,2.0,1.0,0.1698027179383449,False
GO:1901599,(-)-pinoresinol biosynthetic process,1,0,0.0,False,True,,,,,,2.0,1.0,0.1698027179383449,False
GO:2000070,regulation of response to water deprivation,2,0,0.0,True,True,20.0,0.0095313057378526,0.3236823592652469,0.5126646062896768,False,40.0,3.0,0.1698027179383449,False
GO:0031540,regulation of anthocyanin biosynthetic process,1,0,0.0,True,False,12.0,-0.0053651880933561,0.0661782581451109,0.1708906919190207,False,,,,
GO:1902025,nitrate import,1,0,0.0,True,False,15.0,-0.0020916864921241,0.0675303744067064,0.1739418734718197,False,,,,
GO:0031667,response to nutrient levels,1,0,0.0,False,True,,,,,,219.0,8.0,0.1751825679513275,False
GO:0060255,regulation of macromolecule metabolic process,1,0,0.0,False,True,,,,,,2313.0,51.0,0.1759572514707289,False
GO:0048585,negative regulation of response to stimulus,1,0,0.0,False,True,,,,,,220.0,8.0,0.1773866460815354,False
GO:0042659,regulation of cell fate specification,2,0,0.0,True,True,10.0,0.0610860223339212,0.0694842293280001,0.1785237126311339,False,6.0,1.0,0.3157013094313516,False
GO:0045039,protein insertion into mitochondrial inner membrane,1,0,0.0,True,False,15.0,0.0057188549313846,0.0698691474189347,0.1790616340887273,False,,,,
GO:0010029,regulation of seed germination,2,0,0.0,True,True,61.0,0.0115457415774494,0.0706357855379551,0.1805726848338703,False,88.0,2.0,0.6761511526013188,False
GO:0006817,phosphate ion transport,1,0,0.0,True,False,20.0,-0.0155299379962561,0.0713271104521091,0.1814305552647165,False,,,,
GO:0046686,response to cadmium ion,2,0,0.0,True,True,72.0,0.0173081656926197,0.071199592745595,0.1814305552647165,False,67.0,1.0,0.8634887903992601,False
GO:0023052,signaling,1,0,0.0,False,True,,,,,,1496.0,35.0,0.1826042249138418,False
GO:0022414,reproductive process,1,0,0.0,False,True,,,,,,1497.0,35.0,0.183167948141542,False
GO:0023051,regulation of signaling,2,0,0.0,True,True,12.0,-0.0096391474789185,0.0725625465126326,0.1832024689180328,False,305.0,6.0,0.6646504338487268,False
GO:0009620,response to fungus,2,0,0.0,True,True,116.0,0.0031445306850523,0.6915283499031886,0.8170777810565762,False,392.0,12.0,0.1846127303459776,False
GO:0010224,response to UV-B,2,0,0.0,True,True,66.0,-0.0013620034740401,0.0748225718950691,0.1884420329209149,False,66.0,3.0,0.3273701169007664,False
GO:0019674,NAD+ metabolic process,1,0,0.0,True,False,11.0,-0.0309205977772502,0.0752256001120114,0.1889904239267283,False,,,,
GO:0006865,amino acid transport,2,0,0.0,True,True,14.0,-0.0163930119550597,0.0757709888915237,0.1898928959934993,False,69.0,1.0,0.8704527556672177,False
