Gene,GO_ID,GO_term
AT4G39280,GO:0043039,tRNA aminoacylation
AT4G39290,GO:0008150,biological_process
AT4G39300,GO:0008150,biological_process
AT4G39320,,
AT4G39330,GO:0009699,phenylpropanoid biosynthetic process
AT4G39330,GO:0009809,lignin biosynthetic process
AT4G39340,GO:0009567,double fertilization forming a zygote and endosperm
AT4G39340,GO:0080155,regulation of double fertilization forming a zygote and endosperm
AT4G39340,GO:2000008,regulation of protein localization to cell surface
AT4G39350,GO:0009832,plant-type cell wall biogenesis
AT4G39350,GO:0009833,plant-type primary cell wall biogenesis
AT4G39350,GO:0030244,cellulose biosynthetic process
AT4G39360,,
AT4G39361,,
AT4G39363,,
AT4G39364,,
AT4G39366,,
AT4G39370,GO:0016579,protein deubiquitination
AT4G39370,GO:0031647,regulation of protein stability
AT4G39380,GO:0007389,pattern specification process
AT4G39390,GO:0015780,nucleotide-sugar transmembrane transport
AT4G39390,GO:0055085,transmembrane transport
AT4G39390,GO:0072334,UDP-galactose transmembrane transport
AT4G39400,GO:0001578,microtubule bundle formation
AT4G39400,GO:0009414,response to water deprivation
AT4G39400,GO:0009416,response to light stimulus
AT4G39400,GO:0009647,skotomorphogenesis
AT4G39400,GO:0009729,detection of brassinosteroid stimulus
AT4G39400,GO:0009742,brassinosteroid mediated signaling pathway
AT4G39400,GO:0009755,hormone-mediated signaling pathway
AT4G39400,GO:0009911,positive regulation of flower development
AT4G39400,GO:0010268,brassinosteroid homeostasis
AT4G39400,GO:0010584,pollen exine formation
AT4G39400,GO:0048366,leaf development
AT4G39400,GO:0048657,anther wall tapetum cell differentiation
AT4G39400,GO:0090351,seedling development
AT4G39403,GO:0009733,response to auxin
AT4G39403,GO:0009735,response to cytokinin
AT4G39403,GO:0009873,ethylene-activated signaling pathway
AT4G39403,GO:0009926,auxin polar transport
AT4G39403,GO:0009955,adaxial/abaxial pattern specification
AT4G39403,GO:0010051,xylem and phloem pattern formation
AT4G39403,GO:0010105,negative regulation of ethylene-activated signaling pathway
AT4G39403,GO:0048364,root development
AT4G39403,GO:0070507,regulation of microtubule cytoskeleton organization
AT4G39403,GO:0071365,cellular response to auxin stimulus
AT4G39403,GO:0071368,cellular response to cytokinin stimulus
AT4G39403,GO:0071369,cellular response to ethylene stimulus
AT4G39404,,
AT4G39410,GO:0006355,regulation of DNA-templated transcription
AT4G39410,GO:0045893,positive regulation of DNA-templated transcription
AT4G39410,GO:1901141,regulation of lignin biosynthetic process
AT4G39410,GO:1904369,positive regulation of sclerenchyma cell differentiation
AT4G39410,GO:1990170,stress response to cadmium ion
AT4G39420,,
AT4G39460,GO:0009658,chloroplast organization
AT4G39460,GO:0015805,S-adenosyl-L-methionine transport
AT4G39460,GO:0055085,transmembrane transport
AT4G39460,GO:1901962,S-adenosyl-L-methionine transmembrane transport
AT4G39470,,
AT4G39480,,
AT4G39490,GO:0006631,fatty acid metabolic process
AT4G39490,GO:0008150,biological_process
AT4G39500,GO:0006631,fatty acid metabolic process
AT4G39500,GO:0008150,biological_process
AT4G39510,GO:0006631,fatty acid metabolic process
AT4G39510,GO:0008150,biological_process
AT4G39520,GO:0002181,cytoplasmic translation
AT4G39530,GO:0009451,RNA modification
AT4G39540,GO:0009073,aromatic amino acid biosynthetic process
AT4G39540,GO:0009423,chorismate biosynthetic process
AT4G39540,GO:0019632,shikimate metabolic process
AT4G39550,GO:0016567,protein ubiquitination
AT4G39560,,
AT4G39570,GO:0008150,biological_process
AT4G39580,,
AT4G39590,,
AT4G39600,,
AT4G39610,GO:0010274,hydrotropism
AT4G39620,GO:0006397,mRNA processing
AT4G39620,GO:0009793,embryo development ending in seed dormancy
AT4G39630,,
AT4G39640,GO:0006749,glutathione metabolic process
AT4G39640,GO:0006751,glutathione catabolic process
AT4G39640,GO:0006979,response to oxidative stress
AT4G39650,GO:0006749,glutathione metabolic process
AT4G39650,GO:0006751,glutathione catabolic process
AT4G39650,GO:0034775,glutathione transmembrane transport
AT4G39660,GO:0009436,glyoxylate catabolic process
AT4G39660,GO:0042853,L-alanine catabolic process
AT4G39670,GO:0015914,phospholipid transport
AT4G39670,GO:0035627,ceramide transport
AT4G39670,GO:0120009,intermembrane lipid transfer
AT4G39670,GO:1902389,ceramide 1-phosphate transport
AT4G39675,GO:0008150,biological_process
AT4G39680,GO:0008150,biological_process
AT4G39690,GO:0016036,cellular response to phosphate starvation
AT4G39690,GO:0032368,regulation of lipid transport
AT4G39690,GO:0042407,cristae formation
AT4G39690,GO:0097035,regulation of membrane lipid distribution
AT4G39700,GO:0008150,biological_process
AT4G39710,,
AT4G39720,,
AT4G39730,GO:0009409,response to cold
AT4G39730,GO:0009414,response to water deprivation
AT4G39730,GO:0009651,response to salt stress
AT4G39740,GO:0033617,mitochondrial respiratory chain complex IV assembly
AT4G39740,GO:0055070,copper ion homeostasis
AT4G39745,GO:0008150,biological_process
AT4G39750,GO:0008150,biological_process
AT4G39753,GO:0008150,biological_process
AT4G39756,GO:0008150,biological_process
AT4G39760,GO:0008150,biological_process
AT4G39770,GO:0005992,trehalose biosynthetic process
AT4G39780,GO:0006355,regulation of DNA-templated transcription
AT4G39790,,
AT4G39795,GO:0009744,response to sucrose
AT4G39795,GO:0009749,response to glucose
AT4G39795,GO:1905582,response to mannose
AT4G39800,GO:0006021,inositol biosynthetic process
AT4G39800,GO:0006659,phosphatidylserine biosynthetic process
AT4G39800,GO:0008654,phospholipid biosynthetic process
AT4G39800,GO:0009791,post-embryonic development
AT4G39800,GO:0009793,embryo development ending in seed dormancy
AT4G39800,GO:0010264,myo-inositol hexakisphosphate biosynthetic process
AT4G39810,GO:0008150,biological_process
AT4G39820,,
AT4G39830,GO:0010039,response to iron ion
AT4G39830,GO:1900367,positive regulation of defense response to insect
AT4G39838,,
AT4G39840,,
AT4G39850,GO:0006635,fatty acid beta-oxidation
AT4G39850,GO:0006744,ubiquinone biosynthetic process
AT4G39850,GO:0007031,peroxisome organization
AT4G39850,GO:0010030,positive regulation of seed germination
AT4G39850,GO:0015910,long-chain fatty acid import into peroxisome
AT4G39850,GO:0015916,fatty-acyl-CoA transport
AT4G39850,GO:0016042,lipid catabolic process
AT4G39850,GO:0042760,very long-chain fatty acid catabolic process
AT4G39850,GO:0055085,transmembrane transport
AT4G39860,,
AT4G39870,GO:0008150,biological_process
AT4G39880,GO:0006412,translation
AT4G39890,GO:0006886,intracellular protein transport
AT4G39890,GO:0006890,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum"
AT4G39890,GO:0006891,intra-Golgi vesicle-mediated transport
AT4G39890,GO:0042147,"retrograde transport, endosome to Golgi"
AT4G39900,,
AT4G39910,GO:0016579,protein deubiquitination
AT4G39910,GO:0031647,regulation of protein stability
AT4G39917,GO:0008150,biological_process
AT4G39920,GO:0000226,microtubule cytoskeleton organization
AT4G39920,GO:0007021,tubulin complex assembly
AT4G39920,GO:0007023,post-chaperonin tubulin folding pathway
AT4G39925,GO:0008150,biological_process
AT4G39930,,
AT4G39940,GO:0000103,sulfate assimilation
AT4G39940,GO:0070814,hydrogen sulfide biosynthetic process
AT4G39950,GO:0002229,defense response to oomycetes
AT4G39950,GO:0006569,L-tryptophan catabolic process
AT4G39950,GO:0006952,defense response
AT4G39950,GO:0009414,response to water deprivation
AT4G39950,GO:0009617,response to bacterium
AT4G39950,GO:0009625,response to insect
AT4G39950,GO:0009682,induced systemic resistance
AT4G39950,GO:0009684,indoleacetic acid biosynthetic process
AT4G39950,GO:0010120,camalexin biosynthetic process
AT4G39950,GO:0042742,defense response to bacterium
AT4G39950,GO:0044272,sulfur compound biosynthetic process
AT4G39950,GO:0052544,defense response by callose deposition in cell wall
AT4G39952,GO:0009451,RNA modification
AT4G39955,,
AT4G39960,GO:0006457,protein folding
AT4G39960,GO:0009408,response to heat
AT4G39970,,
AT4G39980,GO:0009073,aromatic amino acid biosynthetic process
AT4G39980,GO:0009423,chorismate biosynthetic process
AT4G39980,GO:0009611,response to wounding
AT4G39980,GO:0009617,response to bacterium
AT4G39990,GO:0032456,endocytic recycling
AT4G39990,GO:0042546,cell wall biogenesis
AT4G40000,GO:0002127,tRNA wobble base cytosine methylation
AT4G40000,GO:0006364,rRNA processing
AT4G40000,GO:0030488,tRNA methylation
AT4G40000,GO:1902775,mitochondrial large ribosomal subunit assembly
AT4G40010,GO:0006970,response to osmotic stress
AT4G40010,GO:0009651,response to salt stress
AT4G40011,,
AT4G40020,,
AT4G40030,GO:0007080,mitotic metaphase chromosome alignment
AT4G40030,GO:0051382,kinetochore assembly
AT4G40040,GO:0007080,mitotic metaphase chromosome alignment
AT4G40040,GO:0051382,kinetochore assembly
AT4G40042,GO:0051604,protein maturation
AT4G40045,,
AT4G40050,GO:0006351,DNA-templated transcription
AT4G40050,GO:0045892,negative regulation of DNA-templated transcription
AT4G40060,GO:0006355,regulation of DNA-templated transcription
AT4G40060,GO:0006357,regulation of transcription by RNA polymerase II
AT4G40060,GO:0009637,response to blue light
AT4G40060,GO:0030308,negative regulation of cell growth
AT4G40060,GO:0045893,positive regulation of DNA-templated transcription
AT4G40060,GO:0048510,regulation of timing of transition from vegetative to reproductive phase
AT4G40060,GO:0048573,"photoperiodism, flowering"
AT4G40060,GO:0048768,root hair cell tip growth
AT4G40063,,
AT4G40065,GO:0008150,biological_process
AT4G40070,GO:0016567,protein ubiquitination
AT4G40080,GO:0006900,vesicle budding from membrane
AT4G40080,GO:0048268,clathrin coat assembly
AT4G40080,GO:0072583,clathrin-dependent endocytosis
AT4G40085,,
AT4G40090,,
AT4G40100,GO:0009637,response to blue light
AT4G40100,GO:0010119,regulation of stomatal movement
AT5G00730,,
AT5G00735,,
AT5G00740,,
AT5G00745,,
AT5G00750,,
AT5G00755,,
AT5G00760,,
AT5G00765,,
AT5G00770,,
AT5G00775,,
AT5G00780,,
AT5G00785,,
AT5G00790,,
AT5G00795,,
AT5G00800,,
AT5G00805,,
AT5G00810,,
AT5G00815,,
AT5G00820,,
AT5G00825,,
AT5G00835,,
AT5G00840,,
AT5G00845,,
AT5G00850,,
AT5G00855,,
AT5G00860,,
AT5G00865,,
AT5G00870,,
AT5G00875,,
AT5G00880,,
AT5G00885,,
AT5G00895,,
AT5G00900,,
AT5G00905,,
AT5G00910,,
AT5G00920,,
AT5G00925,,
AT5G00930,,
AT5G00935,,
AT5G00940,,
AT5G00950,,
AT5G00955,,
AT5G00960,,
AT5G00965,,
AT5G00970,,
AT5G00975,,
AT5G00980,,
AT5G00985,,
AT5G00990,,
AT5G00995,,
AT5G01005,,
AT5G01010,,
AT5G01015,GO:0008150,biological_process
AT5G01017,GO:0008150,biological_process
AT5G01020,GO:0002221,pattern recognition receptor signaling pathway
AT5G01030,,
AT5G01040,GO:0010228,vegetative to reproductive phase transition of meristem
AT5G01040,GO:0046274,lignin catabolic process
AT5G01040,GO:0046688,response to copper ion
AT5G01045,,
AT5G01050,GO:0046274,lignin catabolic process
AT5G01055,,
AT5G01060,GO:0009742,brassinosteroid mediated signaling pathway
AT5G01065,,
AT5G01070,,
AT5G01075,GO:1990019,protein storage vacuole organization
AT5G01080,GO:0008150,biological_process
AT5G01090,,
AT5G01095,,
AT5G01100,GO:0007155,cell adhesion
AT5G01100,GO:0080157,regulation of plant-type cell wall organization or biogenesis
AT5G01105,,
AT5G01110,,
AT5G01115,,
AT5G01120,GO:0008150,biological_process
AT5G01125,,
AT5G01130,GO:0008150,biological_process
AT5G01135,,
AT5G01140,GO:0008150,biological_process
AT5G01145,,
AT5G01150,GO:0008150,biological_process
AT5G01155,,
AT5G01160,GO:0001510,RNA methylation
AT5G01160,GO:0006397,mRNA processing
AT5G01160,GO:0016567,protein ubiquitination
AT5G01160,GO:0030155,regulation of cell adhesion
AT5G01165,,
AT5G01170,GO:0010088,phloem development
AT5G01170,GO:0042659,regulation of cell fate specification
AT5G01170,GO:2000037,regulation of stomatal complex patterning
AT5G01170,GO:2000280,regulation of root development
AT5G01175,GO:0008150,biological_process
AT5G01180,GO:0006857,oligopeptide transport
AT5G01180,GO:0009860,pollen tube growth
AT5G01180,GO:0035442,dipeptide transmembrane transport
AT5G01180,GO:0042938,dipeptide transport
AT5G01180,GO:0042939,tripeptide transport
AT5G01180,GO:0055085,transmembrane transport
AT5G01190,GO:0046274,lignin catabolic process
AT5G01195,,
AT5G01200,GO:0006351,DNA-templated transcription
AT5G01200,GO:0006355,regulation of DNA-templated transcription
AT5G01200,GO:0010468,regulation of gene expression
AT5G01205,,
AT5G01210,,
AT5G01215,GO:0008150,biological_process
AT5G01220,GO:0009247,glycolipid biosynthetic process
AT5G01220,GO:0016036,cellular response to phosphate starvation
AT5G01220,GO:0046506,sulfolipid biosynthetic process
AT5G01225,GO:0008150,biological_process
AT5G01230,GO:0002128,tRNA nucleoside ribose methylation
AT5G01230,GO:0002181,cytoplasmic translation
AT5G01230,GO:0008033,tRNA processing
AT5G01230,GO:0030488,tRNA methylation
AT5G01235,,
AT5G01240,GO:0003333,amino acid transmembrane transport
AT5G01240,GO:0010262,somatic embryogenesis
AT5G01240,GO:0048829,root cap development
AT5G01240,GO:0060919,auxin import into cell
AT5G01245,,
AT5G01250,,
AT5G01255,,
AT5G01260,,
AT5G01265,,
AT5G01270,GO:0006357,regulation of transcription by RNA polymerase II
AT5G01270,GO:0006970,response to osmotic stress
AT5G01270,GO:0009733,response to auxin
AT5G01270,GO:0009734,auxin-activated signaling pathway
AT5G01270,GO:0009755,hormone-mediated signaling pathway
AT5G01270,GO:0010468,regulation of gene expression
AT5G01270,GO:0034244,negative regulation of transcription elongation by RNA polymerase II
AT5G01270,GO:0045814,"negative regulation of gene expression, epigenetic"
AT5G01270,GO:0045892,negative regulation of DNA-templated transcription
AT5G01270,GO:0048589,developmental growth
AT5G01270,GO:2000028,"regulation of photoperiodism, flowering"
AT5G01275,,
AT5G01280,,
AT5G01285,,
AT5G01290,GO:0006370,7-methylguanosine mRNA capping
AT5G01290,GO:0009408,response to heat
AT5G01295,,
AT5G01300,,
AT5G01305,GO:0006355,regulation of DNA-templated transcription
AT5G01305,GO:0090506,axillary shoot meristem initiation
AT5G01305,GO:2000032,regulation of secondary shoot formation
AT5G01310,GO:0000012,single strand break repair
AT5G01310,GO:0006790,sulfur compound metabolic process
AT5G01310,GO:0009150,purine ribonucleotide metabolic process
AT5G01315,,
AT5G01320,GO:0001666,response to hypoxia
AT5G01325,,
AT5G01330,GO:0001666,response to hypoxia
AT5G01340,GO:0015741,fumarate transport
AT5G01340,GO:0015742,alpha-ketoglutarate transport
AT5G01340,GO:0015743,malate transport
AT5G01340,GO:0015744,succinate transport
AT5G01340,GO:0015746,citrate transport
AT5G01340,GO:0071422,succinate transmembrane transport
AT5G01345,,
AT5G01350,GO:0008150,biological_process
AT5G01360,GO:0009827,plant-type cell wall modification
AT5G01360,GO:0030244,cellulose biosynthetic process
AT5G01360,GO:0045489,pectin biosynthetic process
AT5G01360,GO:0045492,xylan biosynthetic process
AT5G01370,GO:0010047,fruit dehiscence
AT5G01375,,
AT5G01380,GO:0006355,regulation of DNA-templated transcription
AT5G01385,,
AT5G01390,GO:0006457,protein folding
AT5G01395,,
AT5G01400,GO:0006396,RNA processing
AT5G01400,GO:0035194,regulatory ncRNA-mediated post-transcriptional gene silencing
AT5G01405,,
AT5G01410,GO:0006520,amino acid metabolic process
AT5G01410,GO:0006979,response to oxidative stress
AT5G01410,GO:0006982,response to lipid hydroperoxide
AT5G01410,GO:0008615,pyridoxine biosynthetic process
AT5G01410,GO:0009651,response to salt stress
AT5G01410,GO:0010224,response to UV-B
AT5G01410,GO:0010335,response to non-ionic osmotic stress
AT5G01410,GO:0015994,chlorophyll metabolic process
AT5G01410,GO:0042538,hyperosmotic salinity response
AT5G01410,GO:0042819,vitamin B6 biosynthetic process
AT5G01410,GO:0042823,pyridoxal 5'-phosphate biosynthetic process
AT5G01415,,
AT5G01420,,
AT5G01425,,
AT5G01430,GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport
AT5G01430,GO:0016192,vesicle-mediated transport
AT5G01435,,
AT5G01440,GO:0008150,biological_process
AT5G01445,GO:0008150,biological_process
AT5G01450,GO:0000278,mitotic cell cycle
AT5G01450,GO:0006511,ubiquitin-dependent protein catabolic process
AT5G01450,GO:0009555,pollen development
AT5G01450,GO:0016567,protein ubiquitination
AT5G01450,GO:0045931,positive regulation of mitotic cell cycle
