Gene,Flight_Mean,Ground_Mean,Effect,P_Value,Adjusted_P_Value,Significant,-log10_p
AT4G07575,0.49163729308362547,0.9571825582478487,-0.46554526516422323,0.1297648373862417,0.48921495600732484,False,0.3105002744236386
AT4G19460,5.3751193898254845,5.867843864947965,-0.49272447512248085,0.12924259362590765,0.48921495600732484,False,0.3105002744236386
AT1G44750,8.30170970084201,8.737075393713774,-0.43536569287176263,0.12976483868218683,0.48921495600732484,False,0.3105002744236386
AT5G66440,8.401929403911254,8.958033800904472,-0.5561043969932182,0.12887799718908666,0.48921495600732484,False,0.3105002744236386
AT2G48060,7.724428884755361,8.117250553322261,-0.39282166856690015,0.12928967164517774,0.48921495600732484,False,0.3105002744236386
AT3G23740,6.7820616783853405,7.194160450682655,-0.4120987722973144,0.12958815254663417,0.48921495600732484,False,0.3105002744236386
AT1G29850,10.767794520692089,11.16394638471287,-0.39615186402078173,0.12952328263243626,0.48921495600732484,False,0.3105002744236386
AT4G39670,6.717877995715732,7.20169934381303,-0.4838213480972984,0.12882225229041003,0.48921495600732484,False,0.3105002744236386
AT2G33990,8.364608714350442,8.837709957559088,-0.4731012432086459,0.1292495011692868,0.48921495600732484,False,0.3105002744236386
AT1G54210,6.848870516515776,7.295007976836125,-0.4461374603203492,0.12879814447924312,0.48921495600732484,False,0.3105002744236386
AT3G11980,0.18515680060736925,0.5953190771665018,-0.4101622765591325,0.1296202365853333,0.48921495600732484,False,0.3105002744236386
AT5G20550,8.371584297826862,8.781398693758046,-0.40981439593118374,0.12920153371790494,0.48921495600732484,False,0.3105002744236386
AT5G10650,7.173764026765266,7.55725051591457,-0.3834864891493046,0.12925701900257472,0.48921495600732484,False,0.3105002744236386
AT3G56760,6.9625154579672195,7.459666466351863,-0.49715100838464377,0.12910235153086763,0.48921495600732484,False,0.3105002744236386
AT4G29480,12.170488321860777,12.577818271521968,-0.4073299496611913,0.1295220253582497,0.48921495600732484,False,0.3105002744236386
AT4G33070,6.02640474047475,6.780138602604577,-0.7537338621298266,0.12869908580278033,0.48921495600732484,False,0.3105002744236386
AT1G48380,8.302301466885064,8.770054956165321,-0.4677534892802573,0.1288552839374422,0.48921495600732484,False,0.3105002744236386
AT5G47880,8.258565376293484,8.675905617341368,-0.41734024104788325,0.1290506934899929,0.48921495600732484,False,0.3105002744236386
AT5G47910,7.545200697459686,8.047495377448886,-0.5022946799892001,0.12969332849241136,0.48921495600732484,False,0.3105002744236386
AT1G06110,9.393918858862452,9.818514801320514,-0.42459594245806187,0.1293915673900283,0.48921495600732484,False,0.3105002744236386
AT1G31460,7.301468131929262,7.800360287844582,-0.4988921559153203,0.12894990528368147,0.48921495600732484,False,0.3105002744236386
AT3G14270,7.801214826986582,8.180186080012026,-0.3789712530254441,0.1295975390047511,0.48921495600732484,False,0.3105002744236386
AT3G03810,7.847383681309719,8.245005276642193,-0.397621595332474,0.12956841430010066,0.48921495600732484,False,0.3105002744236386
AT1G31840,4.360000338367966,4.795961217458594,-0.4359608790906284,0.12901368591830426,0.48921495600732484,False,0.3105002744236386
AT5G40640,8.145385996599863,8.507385790032453,-0.3619997934325898,0.12958881192534916,0.48921495600732484,False,0.3105002744236386
AT3G56920,0.2669176357225776,0.6887522445383537,-0.4218346088157761,0.12899075479344735,0.48921495600732484,False,0.3105002744236386
AT1G09020,8.114302204408867,8.51670246376718,-0.4024002593583127,0.12947203735173976,0.48921495600732484,False,0.3105002744236386
AT2G15530,7.360015332676429,7.751201785245242,-0.3911864525688129,0.12929588108305903,0.48921495600732484,False,0.3105002744236386
AT5G04550,9.334037030144943,9.707545115939757,-0.3735080857948141,0.12914322018827315,0.48921495600732484,False,0.3105002744236386
AT4G30720,6.098026847986965,6.527611942039614,-0.42958509405264866,0.12940087948125456,0.48921495600732484,False,0.3105002744236386
AT3G27850,8.5281797552214,8.931006391016252,-0.40282663579485245,0.12973922967820448,0.48921495600732484,False,0.3105002744236386
AT4G04695,6.260125074968449,6.754629280229647,-0.4945042052611983,0.12936847720189967,0.48921495600732484,False,0.3105002744236386
AT3G24810,7.309775561200013,7.713535449661907,-0.40375988846189426,0.12934373346388525,0.48921495600732484,False,0.3105002744236386
AT3G12965,13.26543951247889,13.758911630810726,-0.4934721183318356,0.12967805265598303,0.48921495600732484,False,0.3105002744236386
AT1G02816,9.17406861513992,9.631822264598942,-0.45775364945902197,0.12872064855562868,0.48921495600732484,False,0.3105002744236386
AT2G37678,9.10986207655205,9.641215865657157,-0.5313537891051077,0.12976058555552375,0.48921495600732484,False,0.3105002744236386
AT1G65520,7.249371313620119,7.796230042420635,-0.5468587288005162,0.12943413533494044,0.48921495600732484,False,0.3105002744236386
AT3G45930,9.714955480280212,10.111462054880223,-0.3965065746000107,0.12958064321340337,0.48921495600732484,False,0.3105002744236386
AT5G03455,10.715711275249621,11.131233443566583,-0.4155221683169614,0.1288114240346152,0.48921495600732484,False,0.3105002744236386
AT4G26650,9.443392735640344,9.90201634998444,-0.45862361434409493,0.12899908806135563,0.48921495600732484,False,0.3105002744236386
AT4G21780,5.267950533134432,5.971319223100687,-0.703368689966255,0.1287485602588313,0.48921495600732484,False,0.3105002744236386
AT5G01620,7.746023417755148,8.178562078530993,-0.4325386607758448,0.12944333591341411,0.48921495600732484,False,0.3105002744236386
AT2G13900,3.1488751314915078,3.741062926291121,-0.5921877947996133,0.12934323921995006,0.48921495600732484,False,0.3105002744236386
AT2G38020,7.415143281742326,7.887927983071532,-0.47278470132920614,0.129661614107748,0.48921495600732484,False,0.3105002744236386
AT1G09053,1.0000252451301481,1.9191183373739265,-0.9190930922437783,0.12896155511860224,0.48921495600732484,False,0.3105002744236386
AT1G19230,6.354819642899585,6.814335209114484,-0.45951556621489864,0.12911667512800712,0.48921495600732484,False,0.3105002744236386
AT2G03340,7.225275803316673,7.6862433829551,-0.46096757963842716,0.12878797735197267,0.48921495600732484,False,0.3105002744236386
AT4G15450,6.4078127258957895,6.974161521060104,-0.5663487951643145,0.12968830935048892,0.48921495600732484,False,0.3105002744236386
AT4G33150,8.443632929426585,8.892625020228325,-0.44899209080173996,0.12961871651466716,0.48921495600732484,False,0.3105002744236386
AT4G34060,2.9515678223944795,3.7323064756089477,-0.7807386532144682,0.12961256846305053,0.48921495600732484,False,0.3105002744236386
ATMG00770,1.5991150668188119,2.201701376265081,-0.6025863094462689,0.12979207436029985,0.48926054491972093,False,0.31045980532025247
AT3G49000,6.765438452540709,7.172083527582006,-0.4066450750412969,0.12983309653138742,0.4893318337048036,False,0.3103965300961366
AT3G18350,6.403522565117299,6.932516294923571,-0.5289937298062712,0.12985012704564924,0.4893318337048036,False,0.3103965300961366
AT1G75080,8.376094764234518,8.776215573053921,-0.4001208088194037,0.1298564221172115,0.4893318337048036,False,0.3103965300961366
AT2G19410,3.1229141540082,3.904736816980448,-0.7818226629722478,0.12992731561536167,0.4894327245191763,False,0.31030699615512125
AT3G07525,6.923263452173081,7.349127955037959,-0.4258645028648784,0.12992864149930283,0.4894327245191763,False,0.31030699615512125
AT2G31300,6.820591354671953,7.186191006607424,-0.3655996519354705,0.129904364133093,0.4894327245191763,False,0.31030699615512125
AT2G08460,0.6466321938799664,1.1963582950331724,-0.549726101153206,0.13001163166079274,0.48946273876506113,False,0.31028036405422943
AT4G17090,3.1843780262541395,3.909822863277129,-0.7254448370229896,0.13009441543519507,0.48946273876506113,False,0.31028036405422943
AT4G38670,6.497374866830482,6.862258625828176,-0.3648837589976939,0.13012927141193817,0.48946273876506113,False,0.31028036405422943
AT3G09800,8.352571868901345,8.842377929837605,-0.4898060609362602,0.13013355182741265,0.48946273876506113,False,0.31028036405422943
AT2G43670,8.540352340847587,9.176048323422176,-0.6356959825745889,0.13000204746840865,0.48946273876506113,False,0.31028036405422943
AT1G75420,7.409880937555222,7.873846551211048,-0.46396561365582567,0.1301121218452471,0.48946273876506113,False,0.31028036405422943
AT1G60450,0.8439902591393128,1.4957881035332978,-0.651797844393985,0.13003775238777793,0.48946273876506113,False,0.31028036405422943
AT5G09680,8.43759943853945,8.824926950458423,-0.3873275119189721,0.12996175903166624,0.48946273876506113,False,0.31028036405422943
AT3G12230,2.5782898982516924,1.696281951737022,0.8820079465146704,0.13009662052884102,0.48946273876506113,False,0.31028036405422943
AT3G28980,6.212058686141691,5.651045679324023,0.5610130068176682,0.13011016851352158,0.48946273876506113,False,0.31028036405422943
AT2G37400,8.578971420772252,8.97209285423865,-0.3931214334663977,0.12997353592888983,0.48946273876506113,False,0.31028036405422943
AT4G15802,12.035073456180443,12.479095259630501,-0.4440218034500578,0.13011040503134683,0.48946273876506113,False,0.31028036405422943
AT1G30630,11.180949592899077,11.623679206218753,-0.44272961331967586,0.13011541669163793,0.48946273876506113,False,0.31028036405422943
AT2G21610,3.648720222771921,4.1607415414872,-0.5120213187152789,0.13020257342128283,0.48955137259027426,False,0.3102017274322263
AT4G38350,8.295104405334742,8.675652048141055,-0.38054764280631304,0.1301992062449669,0.48955137259027426,False,0.3102017274322263
AT5G47800,5.275748441275117,5.887625153391204,-0.6118767121160866,0.13019518932449944,0.48955137259027426,False,0.3102017274322263
AT1G69230,6.809143330024661,8.074449631844647,-1.2653063018199866,0.1303614306298458,0.4895762040043007,False,0.3101796993608092
AT3G01750,4.976236462907727,5.3982152383564745,-0.4219787754487472,0.13025526690876368,0.4895762040043007,False,0.3101796993608092
AT1G47250,8.98021888217621,9.386705822296303,-0.406486940120093,0.13035090266649893,0.4895762040043007,False,0.3101796993608092
AT4G29735,11.704532150036156,12.14280792237308,-0.43827577233692416,0.1303054074666509,0.4895762040043007,False,0.3101796993608092
AT1G30090,6.836224298496783,7.206831172106822,-0.37060687361003897,0.13025708385516083,0.4895762040043007,False,0.3101796993608092
AT1G73930,7.886135571793717,8.269965735562813,-0.3838301637690966,0.13022702262662944,0.4895762040043007,False,0.3101796993608092
AT5G51760,2.4770663290153436,1.4206158678413712,1.0564504611739725,0.13031290596034745,0.4895762040043007,False,0.3101796993608092
AT3G22500,2.016705550427249,0.5611407001306132,1.4555648502966358,0.13037585995397577,0.4895762040043007,False,0.3101796993608092
AT3G57170,6.8810778915635815,7.300248213636309,-0.41917032207272786,0.1303563524659506,0.4895762040043007,False,0.3101796993608092
AT2G39030,0.6270839499855725,0.06458950586196491,0.5624944441236076,0.13035153967851015,0.4895762040043007,False,0.3101796993608092
AT4G06300,0.5013199027532709,0.1676527462411368,0.3336671565121341,0.13033824200235636,0.4895762040043007,False,0.3101796993608092
AT1G27910,6.484052705300346,7.0254721232331265,-0.5414194179327803,0.13040876511094276,0.4895859623482977,False,0.31017104299091214
AT5G40910,7.583570184187289,8.05595984240435,-0.472389658217061,0.1304012365767731,0.4895859623482977,False,0.31017104299091214
AT2G38130,10.110466171129575,10.508707738392117,-0.39824156726254145,0.130455334365938,0.48970389195179403,False,0.31006644438596553
AT1G07128,5.817126411425476,6.501921215590211,-0.6847948041647349,0.13051691958700334,0.489878154616228,False,0.3099119268248711
AT2G23070,9.9373088103931,10.32023539722893,-0.38292658683582914,0.13054892758254497,0.4898844716915732,False,0.30990632654804784
AT4G18360,8.411582309214364,8.871796034419244,-0.4602137252048806,0.13053781753843624,0.4898844716915732,False,0.30990632654804784
AT1G15410,6.649971908284199,7.087973027727866,-0.43800111944366726,0.1306157965924999,0.4900002534248135,False,0.3098036953572626
AT3G10470,4.683604860970018,5.230355222681224,-0.5467503617112062,0.13064044640816316,0.4900002534248135,False,0.3098036953572626
AT3G63490,8.373539579734306,8.73398321938965,-0.3604436396553439,0.13063840782149416,0.4900002534248135,False,0.3098036953572626
AT5G24930,6.606596521214111,7.084503728222149,-0.47790720700803835,0.13061736138432223,0.4900002534248135,False,0.3098036953572626
AT4G33925,4.854467297321647,5.332366330413263,-0.4778990330916164,0.13066541421508993,0.4900370131021869,False,0.3097711159328008
AT4G11010,11.673309435272058,12.084283238694988,-0.4109738034229302,0.13072050229317933,0.4901867117676801,False,0.30963846600150874
AT1G08400,6.031686318010207,6.427055986660342,-0.3953696686501349,0.13081569675597457,0.4903729372884073,False,0.3094735056809579
AT3G24550,8.696692490091232,9.106543218738663,-0.4098507286474309,0.13078881839089893,0.4903729372884073,False,0.3094735056809579
AT2G46100,7.461354454275445,7.88897326745813,-0.42761881318268546,0.13080506697831792,0.4903729372884073,False,0.3094735056809579
AT1G69325,6.096733107932948,6.5941882316096905,-0.49745512367674216,0.1308445031549211,0.4904240200037524,False,0.30942826707932863
AT4G24590,7.92223607253275,8.327174436038783,-0.40493836350603285,0.1310196101392896,0.49051130753074246,False,0.30935097657842253
AT1G80510,6.853439478314102,7.266927923323167,-0.41348844500906523,0.13098086221963307,0.49051130753074246,False,0.30935097657842253
AT2G01140,12.449504330342435,12.831383942335266,-0.38187961199283116,0.13091385689394586,0.49051130753074246,False,0.30935097657842253
AT4G23160,0.6135391875621696,1.26159340283604,-0.6480542152738704,0.1309977890960087,0.49051130753074246,False,0.30935097657842253
AT5G44660,4.9398830850102735,5.428792794983299,-0.48890970997302574,0.1309767816225246,0.49051130753074246,False,0.30935097657842253
AT4G35740,5.690191127330128,6.1617688173239715,-0.4715776899938433,0.13101681418242977,0.49051130753074246,False,0.30935097657842253
AT3G50685,6.281270794023989,6.675835407666446,-0.39456461364245676,0.1310125684180707,0.49051130753074246,False,0.30935097657842253
AT1G17650,6.270198531486707,6.668319574070208,-0.3981210425835009,0.1309612524009359,0.49051130753074246,False,0.30935097657842253
AT3G10350,7.824459957572215,8.234824163116295,-0.41036420554407993,0.13090350167503884,0.49051130753074246,False,0.30935097657842253
AT3G01490,6.940948573040684,6.478525521673796,0.4624230513668879,0.13095879055289647,0.49051130753074246,False,0.30935097657842253
AT2G34123,0.44957316171539285,0.8928623620598553,-0.4432892003444624,0.13103702986199076,0.4905196846032973,False,0.3093435596539536
AT1G77710,11.409197464939082,11.793706537230582,-0.38450907229150033,0.13107985674386274,0.4905663259049532,False,0.30930226651607123
AT5G65210,10.344112196024152,10.862049117487427,-0.5179369214632743,0.13106773721396503,0.4905663259049532,False,0.30930226651607123
AT1G29150,10.471296920100384,10.838127050339628,-0.3668301302392436,0.13110092906448337,0.4905883619578867,False,0.3092827586111263
AT5G53360,7.226218568854444,7.68063298205934,-0.45441441320489595,0.13111661706224503,0.49059024674743196,False,0.3092810901000279
AT1G30470,7.695803880122177,8.108933708451216,-0.41312982832903966,0.13113399301793469,0.490598446088056,False,0.30927383170332123
AT5G07095,7.113367488797254,7.60636774375238,-0.49300025495512667,0.1312115992681835,0.4908319509963807,False,0.30906717436848113
AT4G15970,0.18523900429030607,0.6679864320925298,-0.4827474278022238,0.13122918416510895,0.49084090196694896,False,0.309059254505741
AT2G09805,0.3853807001392953,0.10029046452589725,0.2850902356133981,0.13129665991300316,0.4909227849935446,False,0.30898681070451517
AT5G05840,4.96922547571698,5.372757212241255,-0.40353173652427454,0.13129238002307658,0.4909227849935446,False,0.30898681070451517
AT4G18975,6.448275521102313,6.903846390006264,-0.45557086890395126,0.13128433006338103,0.4909227849935446,False,0.30898681070451517
AT3G02240,7.270696511870645,7.928272365452766,-0.657575853582121,0.13134485892695832,0.4910452751927895,False,0.3088784633558547
AT5G12310,8.753642080243074,9.171471247677015,-0.4178291674339416,0.13135981656786902,0.4910452751927895,False,0.3088784633558547
AT5G04500,0.9338096842188527,0.12614915392176934,0.8076605302970834,0.1314618082185192,0.49109202602443514,False,0.30883711755176346
AT2G30410,10.78877161713738,11.189696919063724,-0.40092530192634435,0.13145440274314096,0.49109202602443514,False,0.30883711755176346
AT2G13550,7.660240924952889,8.151403468558549,-0.49116254360565925,0.13146352202436903,0.49109202602443514,False,0.30883711755176346
AT1G23310,9.035332392711613,9.4757502746636,-0.44041788195198706,0.1314622837416373,0.49109202602443514,False,0.30883711755176346
AT1G62914,4.224569692652286,4.878227824043956,-0.6536581313916692,0.13144029313533617,0.49109202602443514,False,0.30883711755176346
AT3G61670,6.978419733585876,7.446047053434687,-0.4676273198488108,0.131431146798215,0.49109202602443514,False,0.30883711755176346
AT2G35450,7.43895791660436,7.961403085089275,-0.5224451684849152,0.13152625415334285,0.4911409903640546,False,0.3087938183708775
AT1G77440,10.47128198189458,10.861189188587645,-0.38990720669306533,0.13156881379182422,0.4911409903640546,False,0.3087938183708775
AT5G42825,7.2769055841792145,7.96386658533279,-0.6869610011535752,0.1315830391714772,0.4911409903640546,False,0.3087938183708775
AT1G03440,5.6675680986390935,6.104083639840058,-0.4365155412009649,0.13154839889565503,0.4911409903640546,False,0.3087938183708775
AT3G10480,7.841856998091809,8.2321773052958,-0.39032030720399025,0.13152785164659278,0.4911409903640546,False,0.3087938183708775
AT5G05830,7.540871518743717,7.9521744682012585,-0.4113029494575411,0.13157943758781082,0.4911409903640546,False,0.3087938183708775
AT5G55380,5.6998561095138145,6.066380874838472,-0.36652476532465794,0.13157206380048514,0.4911409903640546,False,0.3087938183708775
AT1G33475,3.628386301281414,4.292954896517104,-0.6645685952356901,0.13162854310014066,0.4912540832877954,False,0.3086938267600537
AT3G50350,8.036350542788592,8.546759771124282,-0.5104092283356909,0.1316502680236075,0.49127841413429596,False,0.3086723175429945
AT2G27940,1.1077850569562504,0.1901929812306582,0.9175920757255922,0.13167564091171663,0.49131635087384834,False,0.3086387824230368
AT3G25070,8.289062609523603,8.72003381572385,-0.43097120620024754,0.13170862547345735,0.49138267672308705,False,0.30858015826738644
AT3G61880,3.5079796405535677,4.134730926051742,-0.6267512854981745,0.1318295878354202,0.4917771796991792,False,0.3082316280183382
AT2G38050,8.059312296264647,8.416565007613332,-0.35725271134868564,0.13201972974042012,0.49190661408529124,False,0.3081173379581856
AT1G20700,6.760967670286485,7.298729786441978,-0.5377621161554931,0.13193089329912172,0.49190661408529124,False,0.3081173379581856
AT5G02770,10.157825043974483,10.560491342236013,-0.4026662982615292,0.13206633117551805,0.49190661408529124,False,0.3081173379581856
AT5G04355,4.082852803513435,4.588556236249056,-0.5057034327356211,0.13198993769478717,0.49190661408529124,False,0.3081173379581856
AT2G26510,8.527650885634174,8.892688681660607,-0.36503779602643327,0.13193077428385933,0.49190661408529124,False,0.3081173379581856
AT1G31220,7.125833981473817,7.544779023686932,-0.4189450422131147,0.13201542288704884,0.49190661408529124,False,0.3081173379581856
AT4G00950,5.939834842551014,6.558629280802129,-0.6187944382511148,0.13202961358956156,0.49190661408529124,False,0.3081173379581856
AT1G27700,7.4245240337333245,7.840183182185506,-0.4156591484521819,0.13195958494557458,0.49190661408529124,False,0.3081173379581856
AT1G75170,8.869040852707482,9.262324269694176,-0.39328341698669433,0.1320260307687888,0.49190661408529124,False,0.3081173379581856
AT3G11120,12.694469122029847,13.165035963055228,-0.4705668410253807,0.13203272805937977,0.49190661408529124,False,0.3081173379581856
AT5G23230,4.2243130568956735,4.823930174612668,-0.5996171177169947,0.1319987798454829,0.49190661408529124,False,0.3081173379581856
AT4G17486,8.981574270028663,9.33478127302802,-0.3532070029993566,0.13207172431770317,0.49190661408529124,False,0.3081173379581856
AT5G49650,8.062431477734584,8.478786829278508,-0.416355351543924,0.1320774359215668,0.49190661408529124,False,0.3081173379581856
AT5G01090,8.078977368671323,8.527837671585903,-0.44886030291458034,0.13201096447187147,0.49190661408529124,False,0.3081173379581856
AT5G20510,6.7894909020343155,7.233525651426107,-0.44403474939179155,0.13209446530617547,0.49191333328460385,False,0.30811140575241536
AT1G61093,0.15846326167168784,0.5327179298121236,-0.3742546681404358,0.1321885878551664,0.4921503900682843,False,0.3079021663452541
AT3G13480,7.722628463741856,8.14545823372479,-0.4228297699829344,0.13218107380233252,0.4921503900682843,False,0.3079021663452541
AT2G35740,2.402682102870247,1.6577538308748445,0.7449282719954025,0.13228443491609643,0.4921975177036592,False,0.30786058090205354
ATMG01400,4.344370448814491,3.929546086570164,0.41482436224432684,0.13254492239648577,0.4921975177036592,False,0.30786058090205354
AT1G10050,6.425865624743159,6.849199796124461,-0.4233341713813017,0.13233807524181865,0.4921975177036592,False,0.30786058090205354
AT1G57800,0.5469775703115318,0.22381203452120302,0.3231655357903288,0.13240145290952843,0.4921975177036592,False,0.30786058090205354
AT3G14080,8.61883082369472,9.048771285545183,-0.4299404618504621,0.13252332065795208,0.4921975177036592,False,0.30786058090205354
AT3G15470,7.21446833027097,7.657679744152036,-0.4432114138810661,0.13233035287223258,0.4921975177036592,False,0.30786058090205354
AT3G04695,0.06074418912041639,0.28792573222296275,-0.22718154310254635,0.13232436141084913,0.4921975177036592,False,0.30786058090205354
AT1G04290,9.352068338141864,9.854605149214422,-0.5025368110725577,0.1325179268097402,0.4921975177036592,False,0.30786058090205354
AT1G61820,7.6522651468940115,8.138168662720682,-0.4859035158266707,0.13224993230526266,0.4921975177036592,False,0.30786058090205354
AT1G77138,4.26713070170723,3.72151706160087,0.5456136401063598,0.1325486563192764,0.4921975177036592,False,0.30786058090205354
AT3G61640,9.786039358469424,10.11969113445426,-0.333651775984837,0.13240182309468587,0.4921975177036592,False,0.30786058090205354
AT3G54850,6.872334900000623,7.379165418189053,-0.5068305181884298,0.1325618801216391,0.4921975177036592,False,0.30786058090205354
AT3G09880,6.819536312080473,7.153948288074919,-0.3344119759944464,0.13240105864134533,0.4921975177036592,False,0.30786058090205354
AT2G09075,0.09893733419970815,0.47928749214379596,-0.3803501579440878,0.13244711413704705,0.4921975177036592,False,0.30786058090205354
AT3G60630,7.968260105436905,8.35622198693157,-0.3879618814946655,0.13234949122871906,0.4921975177036592,False,0.30786058090205354
AT1G20070,7.559537555240171,8.053010475552687,-0.49347292031251655,0.1323573415573482,0.4921975177036592,False,0.30786058090205354
AT2G43400,7.119901091824126,7.510010519998907,-0.39010942817478167,0.13242646807207126,0.4921975177036592,False,0.30786058090205354
AT4G34580,7.4991652736618155,7.988277029936941,-0.4891117562751255,0.13255877768431223,0.4921975177036592,False,0.30786058090205354
AT5G05555,0.2578982094369972,0.05656532870380554,0.20133288073319167,0.13248286158851905,0.4921975177036592,False,0.30786058090205354
AT5G37000,6.4927944426377815,7.022122970801934,-0.5293285281641529,0.13249619400586496,0.4921975177036592,False,0.30786058090205354
AT1G65985,7.969735036841857,8.494824176247217,-0.5250891394053605,0.13250122241932258,0.4921975177036592,False,0.30786058090205354
AT1G34825,0.05916824148809849,0.2862750918026943,-0.2271068503145958,0.13231679141175826,0.4921975177036592,False,0.30786058090205354
AT1G53530,8.726652628989134,9.178166101105468,-0.45151347211633386,0.13245942077142853,0.4921975177036592,False,0.30786058090205354
AT1G66920,1.6161622196801015,1.014052655574264,0.6021095641058376,0.13256686369300325,0.4921975177036592,False,0.30786058090205354
AT2G31510,8.126350554493893,8.547945698432553,-0.42159514393866004,0.1327177680419961,0.49236648443750447,False,0.3077115173151358
AT3G29270,7.923473910734682,8.322714318603628,-0.39924040786894643,0.1326340383146777,0.49236648443750447,False,0.3077115173151358
AT4G34220,6.0537313587656625,6.507307695928118,-0.45357633716245527,0.1327048387620908,0.49236648443750447,False,0.3077115173151358
AT5G03470,7.1923326449176255,7.685129273927706,-0.4927966290100807,0.1327190477255943,0.49236648443750447,False,0.3077115173151358
AT1G70280,7.980665668789946,8.392932602677906,-0.41226693388795965,0.132684970624014,0.49236648443750447,False,0.3077115173151358
AT3G02045,0.1697933488958002,0.5067411784773751,-0.3369478295815749,0.13271712377632958,0.49236648443750447,False,0.3077115173151358
AT5G20740,0.6100196496535801,1.1536184289097713,-0.5435987792561912,0.13271825414727015,0.49236648443750447,False,0.3077115173151358
AT4G32860,7.554254636044848,7.9265774865516985,-0.3723228505068503,0.13277125994336816,0.4925036323203539,False,0.3075905621392243
AT1G72260,0.8386848219760248,0.4150952086023151,0.4235896133737097,0.13294234715511316,0.4926086126748612,False,0.30749799930879557
AT1G31490,3.56427429220575,4.305123456483933,-0.7408491642781834,0.132906985457053,0.4926086126748612,False,0.30749799930879557
AT3G62390,6.936947182846066,7.4313579742576215,-0.4944107914115552,0.13287269600619192,0.4926086126748612,False,0.30749799930879557
AT5G47780,9.667175501358813,10.11188306210969,-0.4447075607508779,0.13290784664540098,0.4926086126748612,False,0.30749799930879557
AT5G11030,7.332496232283177,7.719629740029017,-0.38713350774584043,0.132902574156338,0.4926086126748612,False,0.30749799930879557
AT5G00815,1.882042815106483,2.3786786655386067,-0.49663585043212377,0.13283049437120198,0.4926086126748612,False,0.30749799930879557
AT4G28030,6.59124012873815,7.04739697015206,-0.4561568414139101,0.13293369281369605,0.4926086126748612,False,0.30749799930879557
AT5G06925,0.05592687349830378,0.41619483288631215,-0.3602679593880084,0.13295202892459654,0.4926086126748612,False,0.30749799930879557
AT5G09135,0.39775426605030373,0.0631052485494631,0.33464901750084064,0.1329269487823524,0.4926086126748612,False,0.30749799930879557
AT5G46420,8.411678597257536,8.845031010269714,-0.4333524130121784,0.1329005055474774,0.4926086126748612,False,0.30749799930879557
AT4G17760,7.291550094933059,7.716973954358349,-0.4254238594252904,0.13298385123080508,0.4926135346727908,False,0.30749365998989875
AT1G22330,7.909373446768974,8.294578720787607,-0.3852052740186327,0.13298103869080644,0.4926135346727908,False,0.30749365998989875
AT1G54930,0.8244971727129959,1.6574268265216627,-0.8329296538086668,0.13305131813356963,0.4926802798449183,False,0.30743482056643767
AT4G01995,5.639764187722351,6.063808787774101,-0.42404460005174993,0.13311084088126754,0.4926802798449183,False,0.30743482056643767
AT1G07720,4.468077578768556,3.981654752353008,0.4864228264155477,0.13306955345259783,0.4926802798449183,False,0.30743482056643767
AT5G51370,5.463203943960954,5.92711787181543,-0.4639139278544757,0.13302143702741923,0.4926802798449183,False,0.30743482056643767
AT1G78800,8.032713219570507,8.453720395364737,-0.4210071757942302,0.13306228087898136,0.4926802798449183,False,0.30743482056643767
AT2G14960,4.284164803157009,4.8792605218596705,-0.5950957187026615,0.13311608185063709,0.4926802798449183,False,0.30743482056643767
AT4G30780,7.038233587803126,7.435706601646264,-0.39747301384313793,0.13311993588116033,0.4926802798449183,False,0.30743482056643767
AT3G59910,7.953605364655209,8.345907542627737,-0.3923021779725282,0.13312386155703168,0.4926802798449183,False,0.30743482056643767
AT4G36000,3.405944392821688,4.132184696380933,-0.7262403035592451,0.13316223170999844,0.4926919372371,False,0.30742454477215336
AT1G71970,7.093734240986755,7.5266588226107825,-0.432924581624027,0.13317275953732996,0.4926919372371,False,0.30742454477215336
AT1G11350,2.688082125544054,3.4133084498123125,-0.7252263242682586,0.13315225185499935,0.4926919372371,False,0.30742454477215336
AT4G34250,5.7214778086148605,5.141318580654177,0.5801592279606833,0.13319635056416293,0.4927129908115908,False,0.30740598701794114
AT5G11840,6.571245413759233,6.899603251507767,-0.3283578377485341,0.1332089502844175,0.4927129908115908,False,0.30740598701794114
AT4G21110,10.571724231198939,10.953557443256399,-0.3818332120574599,0.1332260988536035,0.49272001234673485,False,0.30739979803511264
AT4G31080,8.761664331076924,9.169475981576836,-0.4078116504999123,0.13328715412967837,0.492811682550554,False,0.3073190053746745
AT5G01210,7.469662863154549,6.92449808043465,0.5451647827198993,0.13329664470609712,0.492811682550554,False,0.3073190053746745
AT1G06407,0.46308280945608815,0.9064803821256939,-0.4433975726696058,0.1332883169696566,0.492811682550554,False,0.3073190053746745
AT3G04755,2.6059310550138437,3.267768379072962,-0.6618373240591184,0.13346990285852353,0.49288822624940415,False,0.307251555827799
AT1G05087,3.2389895920782514,3.7585343991549647,-0.5195448070767132,0.13346433440205802,0.49288822624940415,False,0.307251555827799
AT3G15090,8.45124399538874,8.842386007713301,-0.39114201232456125,0.13340334791674624,0.49288822624940415,False,0.307251555827799
AT1G14110,4.315459164364184,4.803883562281933,-0.4884243979177487,0.13342497928727215,0.49288822624940415,False,0.307251555827799
AT5G41580,6.4311347069332365,6.901678737155681,-0.4705440302224444,0.13337106067503593,0.49288822624940415,False,0.307251555827799
